timestamp;buyer;seller;symbol;currency;price;quantity
83700;;;ASH_COATED_OSMIUM;XIRECS;10015;2
84400;;;INTARIAN_PEPPER_ROOT;XIRECS;13088;5
84600;;;INTARIAN_PEPPER_ROOT;XIRECS;13092;6
84800;;;INTARIAN_PEPPER_ROOT;XIRECS;13088;5
85500;;;ASH_COATED_OSMIUM;XIRECS;9996;7
85700;;;ASH_COATED_OSMIUM;XIRECS;10001;3
85900;;;ASH_COATED_OSMIUM;XIRECS;9995;5
87900;;;ASH_COATED_OSMIUM;XIRECS;9993;5
88300;;;ASH_COATED_OSMIUM;XIRECS;10012;2
90200;;;ASH_COATED_OSMIUM;XIRECS;10010;10
90800;;;ASH_COATED_OSMIUM;XIRECS;9993;6
91700;;;INTARIAN_PEPPER_ROOT;XIRECS;13087;8
92500;;;INTARIAN_PEPPER_ROOT;XIRECS;13100;7
95100;;;INTARIAN_PEPPER_ROOT;XIRECS;13091;8
96100;;;ASH_COATED_OSMIUM;XIRECS;10009;3
96900;;;ASH_COATED_OSMIUM;XIRECS;10010;8
97100;;;ASH_COATED_OSMIUM;XIRECS;10010;6
106100;;;ASH_COATED_OSMIUM;XIRECS;10012;5
107000;;;INTARIAN_PEPPER_ROOT;XIRECS;13114;7
109800;;;INTARIAN_PEPPER_ROOT;XIRECS;13117;4
109800;;;INTARIAN_PEPPER_ROOT;XIRECS;13113;3
110500;;;INTARIAN_PEPPER_ROOT;XIRECS;13114;8
111800;;;ASH_COATED_OSMIUM;XIRECS;9994;5
114900;;;ASH_COATED_OSMIUM;XIRECS;9992;3
116100;;;ASH_COATED_OSMIUM;XIRECS;9993;8
117500;;;INTARIAN_PEPPER_ROOT;XIRECS;13110;6
120100;;;INTARIAN_PEPPER_ROOT;XIRECS;13127;4
122000;;;ASH_COATED_OSMIUM;XIRECS;10008;10
122400;;;INTARIAN_PEPPER_ROOT;XIRECS;13133;7
122500;;;ASH_COATED_OSMIUM;XIRECS;10009;5
124700;;;ASH_COATED_OSMIUM;XIRECS;9991;2
126600;;;ASH_COATED_OSMIUM;XIRECS;9992;6
126700;;;ASH_COATED_OSMIUM;XIRECS;9992;6
127800;;;INTARIAN_PEPPER_ROOT;XIRECS;13117;3
128000;;;ASH_COATED_OSMIUM;XIRECS;10007;2
129500;;;INTARIAN_PEPPER_ROOT;XIRECS;13137;3
130500;;;ASH_COATED_OSMIUM;XIRECS;10007;2
131000;;;ASH_COATED_OSMIUM;XIRECS;10008;9
131100;;;INTARIAN_PEPPER_ROOT;XIRECS;13141;4
131600;;;ASH_COATED_OSMIUM;XIRECS;10011;2
132300;;;INTARIAN_PEPPER_ROOT;XIRECS;13125;3
134400;;;INTARIAN_PEPPER_ROOT;XIRECS;13141;4
137900;;;ASH_COATED_OSMIUM;XIRECS;10012;3
138000;;;INTARIAN_PEPPER_ROOT;XIRECS;13131;4
138700;;;INTARIAN_PEPPER_ROOT;XIRECS;13142;3
139400;;;ASH_COATED_OSMIUM;XIRECS;9997;5
139600;;;ASH_COATED_OSMIUM;XIRECS;9997;6
141900;;;INTARIAN_PEPPER_ROOT;XIRECS;13135;4
142200;;;ASH_COATED_OSMIUM;XIRECS;9997;2
142200;;;ASH_COATED_OSMIUM;XIRECS;9997;6
142300;;;INTARIAN_PEPPER_ROOT;XIRECS;13146;6
146900;;;ASH_COATED_OSMIUM;XIRECS;10014;6
148200;;;INTARIAN_PEPPER_ROOT;XIRECS;13141;7
149500;;;ASH_COATED_OSMIUM;XIRECS;10015;9
153400;;;ASH_COATED_OSMIUM;XIRECS;9999;5
154800;;;ASH_COATED_OSMIUM;XIRECS;10000;2
155300;;;ASH_COATED_OSMIUM;XIRECS;10016;10
155500;;;ASH_COATED_OSMIUM;XIRECS;10016;6
155700;;;ASH_COATED_OSMIUM;XIRECS;10018;7
158400;;;ASH_COATED_OSMIUM;XIRECS;9996;5
164100;;;INTARIAN_PEPPER_ROOT;XIRECS;13168;5
164200;;;INTARIAN_PEPPER_ROOT;XIRECS;13160;7
165500;;;ASH_COATED_OSMIUM;XIRECS;10009;4
170300;;;INTARIAN_PEPPER_ROOT;XIRECS;13177;7
170500;;;INTARIAN_PEPPER_ROOT;XIRECS;13174;7
172900;;;ASH_COATED_OSMIUM;XIRECS;10015;4
173300;;;ASH_COATED_OSMIUM;XIRECS;10015;4
177700;;;ASH_COATED_OSMIUM;XIRECS;10000;10
177900;;;INTARIAN_PEPPER_ROOT;XIRECS;13171;5
181800;;;ASH_COATED_OSMIUM;XIRECS;10002;2
182900;;;ASH_COATED_OSMIUM;XIRECS;10001;5
184700;;;ASH_COATED_OSMIUM;XIRECS;10011;5
185000;;;ASH_COATED_OSMIUM;XIRECS;10001;4
185900;;;ASH_COATED_OSMIUM;XIRECS;10001;10
187000;;;ASH_COATED_OSMIUM;XIRECS;10002;4
190600;;;ASH_COATED_OSMIUM;XIRECS;10018;3
191800;;;INTARIAN_PEPPER_ROOT;XIRECS;13185;4
192600;;;ASH_COATED_OSMIUM;XIRECS;9997;8
192900;;;ASH_COATED_OSMIUM;XIRECS;10015;10
194900;;;INTARIAN_PEPPER_ROOT;XIRECS;13190;6
197300;;;ASH_COATED_OSMIUM;XIRECS;9996;9
198600;;;INTARIAN_PEPPER_ROOT;XIRECS;13192;5
199400;;;INTARIAN_PEPPER_ROOT;XIRECS;13206;5
200300;;;ASH_COATED_OSMIUM;XIRECS;9992;6
200300;;;ASH_COATED_OSMIUM;XIRECS;9992;10
200600;;;ASH_COATED_OSMIUM;XIRECS;10011;2
200700;;;ASH_COATED_OSMIUM;XIRECS;10011;8
200800;;;ASH_COATED_OSMIUM;XIRECS;10011;2
201900;;;ASH_COATED_OSMIUM;XIRECS;9992;4
204000;;;INTARIAN_PEPPER_ROOT;XIRECS;13211;7
204600;;;INTARIAN_PEPPER_ROOT;XIRECS;13197;5
205800;;;ASH_COATED_OSMIUM;XIRECS;9993;2
206600;;;ASH_COATED_OSMIUM;XIRECS;9991;7
207500;;;INTARIAN_PEPPER_ROOT;XIRECS;13215;3
208900;;;ASH_COATED_OSMIUM;XIRECS;9992;10
210200;;;ASH_COATED_OSMIUM;XIRECS;9993;4
211400;;;INTARIAN_PEPPER_ROOT;XIRECS;13207;7
212100;;;INTARIAN_PEPPER_ROOT;XIRECS;13216;4
212900;;;ASH_COATED_OSMIUM;XIRECS;9993;6
215000;;;INTARIAN_PEPPER_ROOT;XIRECS;13222;7
217000;;;INTARIAN_PEPPER_ROOT;XIRECS;13224;5
217500;;;INTARIAN_PEPPER_ROOT;XIRECS;13225;6
220600;;;INTARIAN_PEPPER_ROOT;XIRECS;13216;4
220800;;;INTARIAN_PEPPER_ROOT;XIRECS;13224;6
223100;;;ASH_COATED_OSMIUM;XIRECS;10010;2
224300;;;INTARIAN_PEPPER_ROOT;XIRECS;13231;3
224900;;;ASH_COATED_OSMIUM;XIRECS;10008;7
225000;;;ASH_COATED_OSMIUM;XIRECS;10008;5
225000;;;INTARIAN_PEPPER_ROOT;XIRECS;13218;7
226200;;;ASH_COATED_OSMIUM;XIRECS;9991;6
227800;;;ASH_COATED_OSMIUM;XIRECS;9990;5
228000;;;ASH_COATED_OSMIUM;XIRECS;9990;5
229400;;;ASH_COATED_OSMIUM;XIRECS;10007;2
229800;;;ASH_COATED_OSMIUM;XIRECS;10007;5
234600;;;INTARIAN_PEPPER_ROOT;XIRECS;13242;4
235600;;;ASH_COATED_OSMIUM;XIRECS;9986;8
236300;;;ASH_COATED_OSMIUM;XIRECS;9989;4
236700;;;ASH_COATED_OSMIUM;XIRECS;9988;2
236800;;;ASH_COATED_OSMIUM;XIRECS;9988;4
237200;;;ASH_COATED_OSMIUM;XIRECS;10004;5
237300;;;ASH_COATED_OSMIUM;XIRECS;9987;3
237500;;;INTARIAN_PEPPER_ROOT;XIRECS;13245;4
239700;;;INTARIAN_PEPPER_ROOT;XIRECS;13247;7
241700;;;ASH_COATED_OSMIUM;XIRECS;9988;7
242000;;;INTARIAN_PEPPER_ROOT;XIRECS;13249;7
243000;;;ASH_COATED_OSMIUM;XIRECS;10005;5
243400;;;ASH_COATED_OSMIUM;XIRECS;10008;6
243500;;;INTARIAN_PEPPER_ROOT;XIRECS;13247;4
243700;;;ASH_COATED_OSMIUM;XIRECS;10005;6
246200;;;ASH_COATED_OSMIUM;XIRECS;9985;9
247800;;;ASH_COATED_OSMIUM;XIRECS;9987;6
248700;;;INTARIAN_PEPPER_ROOT;XIRECS;13242;4
251900;;;ASH_COATED_OSMIUM;XIRECS;9989;4
252400;;;ASH_COATED_OSMIUM;XIRECS;10004;7
258300;;;ASH_COATED_OSMIUM;XIRECS;10008;9
258600;;;ASH_COATED_OSMIUM;XIRECS;10008;4
259400;;;ASH_COATED_OSMIUM;XIRECS;9990;8
260100;;;INTARIAN_PEPPER_ROOT;XIRECS;13267;5
260500;;;ASH_COATED_OSMIUM;XIRECS;10005;7
260800;;;ASH_COATED_OSMIUM;XIRECS;10005;2
261500;;;ASH_COATED_OSMIUM;XIRECS;9990;2
264100;;;INTARIAN_PEPPER_ROOT;XIRECS;13254;7
265000;;;ASH_COATED_OSMIUM;XIRECS;9993;8
265100;;;INTARIAN_PEPPER_ROOT;XIRECS;13261;6
267000;;;ASH_COATED_OSMIUM;XIRECS;9989;9
267500;;;INTARIAN_PEPPER_ROOT;XIRECS;13257;3
269000;;;ASH_COATED_OSMIUM;XIRECS;10005;6
269600;;;ASH_COATED_OSMIUM;XIRECS;9989;4
270600;;;ASH_COATED_OSMIUM;XIRECS;10005;2
270700;;;INTARIAN_PEPPER_ROOT;XIRECS;13278;6
272000;;;ASH_COATED_OSMIUM;XIRECS;10008;5
273000;;;ASH_COATED_OSMIUM;XIRECS;10005;6
274100;;;INTARIAN_PEPPER_ROOT;XIRECS;13270;6
274300;;;INTARIAN_PEPPER_ROOT;XIRECS;13278;8
275800;;;ASH_COATED_OSMIUM;XIRECS;10006;4
281100;;;ASH_COATED_OSMIUM;XIRECS;9990;2
282600;;;INTARIAN_PEPPER_ROOT;XIRECS;13286;6
282700;;;ASH_COATED_OSMIUM;XIRECS;9988;4
282700;;;ASH_COATED_OSMIUM;XIRECS;10004;6
291600;;;ASH_COATED_OSMIUM;XIRECS;9988;3
294100;;;INTARIAN_PEPPER_ROOT;XIRECS;13301;3
295500;;;ASH_COATED_OSMIUM;XIRECS;10004;8
297000;;;ASH_COATED_OSMIUM;XIRECS;10003;9
297500;;;ASH_COATED_OSMIUM;XIRECS;10003;3
299700;;;ASH_COATED_OSMIUM;XIRECS;9986;2
300000;;;INTARIAN_PEPPER_ROOT;XIRECS;13307;7
301400;;;INTARIAN_PEPPER_ROOT;XIRECS;13309;7
301600;;;ASH_COATED_OSMIUM;XIRECS;9990;9
306000;;;INTARIAN_PEPPER_ROOT;XIRECS;13309;5
306200;;;ASH_COATED_OSMIUM;XIRECS;9986;6
306500;;;ASH_COATED_OSMIUM;XIRECS;10008;5
307600;;;ASH_COATED_OSMIUM;XIRECS;9990;5
310000;;;ASH_COATED_OSMIUM;XIRECS;10009;9
311100;;;ASH_COATED_OSMIUM;XIRECS;10007;6
311200;;;INTARIAN_PEPPER_ROOT;XIRECS;13304;3
311700;;;INTARIAN_PEPPER_ROOT;XIRECS;13315;6
313300;;;ASH_COATED_OSMIUM;XIRECS;9992;2
314400;;;INTARIAN_PEPPER_ROOT;XIRECS;13322;6
321100;;;ASH_COATED_OSMIUM;XIRECS;10012;6
323200;;;INTARIAN_PEPPER_ROOT;XIRECS;13327;5
323500;;;ASH_COATED_OSMIUM;XIRECS;9995;6
324800;;;ASH_COATED_OSMIUM;XIRECS;9993;2
325200;;;ASH_COATED_OSMIUM;XIRECS;10012;5
327400;;;INTARIAN_PEPPER_ROOT;XIRECS;13320;6
327600;;;INTARIAN_PEPPER_ROOT;XIRECS;13338;3
329000;;;ASH_COATED_OSMIUM;XIRECS;9996;9
330000;;;ASH_COATED_OSMIUM;XIRECS;10012;4
330800;;;ASH_COATED_OSMIUM;XIRECS;9994;2
331500;;;INTARIAN_PEPPER_ROOT;XIRECS;13324;3
331800;;;ASH_COATED_OSMIUM;XIRECS;10011;8
332800;;;ASH_COATED_OSMIUM;XIRECS;10008;5
334600;;;INTARIAN_PEPPER_ROOT;XIRECS;13342;3
334900;;;INTARIAN_PEPPER_ROOT;XIRECS;13328;3
335500;;;INTARIAN_PEPPER_ROOT;XIRECS;13343;3
335800;;;ASH_COATED_OSMIUM;XIRECS;9993;6
336200;;;ASH_COATED_OSMIUM;XIRECS;9993;6
336400;;;ASH_COATED_OSMIUM;XIRECS;10010;9
336700;;;INTARIAN_PEPPER_ROOT;XIRECS;13344;6
337000;;;ASH_COATED_OSMIUM;XIRECS;9993;4
337300;;;ASH_COATED_OSMIUM;XIRECS;9994;7
337600;;;INTARIAN_PEPPER_ROOT;XIRECS;13330;7
340900;;;ASH_COATED_OSMIUM;XIRECS;10011;2
341400;;;ASH_COATED_OSMIUM;XIRECS;9996;2
342400;;;ASH_COATED_OSMIUM;XIRECS;9996;5
344000;;;INTARIAN_PEPPER_ROOT;XIRECS;13339;3
344400;;;ASH_COATED_OSMIUM;XIRECS;9995;4
346000;;;ASH_COATED_OSMIUM;XIRECS;9995;3
346400;;;ASH_COATED_OSMIUM;XIRECS;10001;4
349600;;;ASH_COATED_OSMIUM;XIRECS;10011;4
350600;;;ASH_COATED_OSMIUM;XIRECS;10010;5
351100;;;INTARIAN_PEPPER_ROOT;XIRECS;13358;4
352000;;;ASH_COATED_OSMIUM;XIRECS;10008;5
352100;;;INTARIAN_PEPPER_ROOT;XIRECS;13345;7
352300;;;INTARIAN_PEPPER_ROOT;XIRECS;13356;8
352700;;;INTARIAN_PEPPER_ROOT;XIRECS;13360;6
353000;;;ASH_COATED_OSMIUM;XIRECS;9992;5
354200;;;INTARIAN_PEPPER_ROOT;XIRECS;13361;6
356700;;;ASH_COATED_OSMIUM;XIRECS;10010;9
357700;;;ASH_COATED_OSMIUM;XIRECS;9994;3
358200;;;INTARIAN_PEPPER_ROOT;XIRECS;13351;3
358400;;;INTARIAN_PEPPER_ROOT;XIRECS;13362;5
358600;;;ASH_COATED_OSMIUM;XIRECS;10010;3
360000;;;INTARIAN_PEPPER_ROOT;XIRECS;13364;7
361400;;;ASH_COATED_OSMIUM;XIRECS;9995;6
361600;;;INTARIAN_PEPPER_ROOT;XIRECS;13357;5
363400;;;ASH_COATED_OSMIUM;XIRECS;10012;2
365400;;;INTARIAN_PEPPER_ROOT;XIRECS;13361;7
365500;;;ASH_COATED_OSMIUM;XIRECS;9998;3
367500;;;INTARIAN_PEPPER_ROOT;XIRECS;13360;5
371100;;;INTARIAN_PEPPER_ROOT;XIRECS;13378;4
371400;;;INTARIAN_PEPPER_ROOT;XIRECS;13364;3
372300;;;INTARIAN_PEPPER_ROOT;XIRECS;13368;6
374800;;;INTARIAN_PEPPER_ROOT;XIRECS;13382;3
375500;;;ASH_COATED_OSMIUM;XIRECS;9998;4
375600;;;ASH_COATED_OSMIUM;XIRECS;10013;3
376700;;;INTARIAN_PEPPER_ROOT;XIRECS;13372;7
377600;;;ASH_COATED_OSMIUM;XIRECS;9993;4
380900;;;ASH_COATED_OSMIUM;XIRECS;9996;8
381000;;;INTARIAN_PEPPER_ROOT;XIRECS;13388;3
381200;;;ASH_COATED_OSMIUM;XIRECS;10015;2
383000;;;ASH_COATED_OSMIUM;XIRECS;10014;6
384200;;;ASH_COATED_OSMIUM;XIRECS;9996;4
389800;;;ASH_COATED_OSMIUM;XIRECS;10013;10
389900;;;ASH_COATED_OSMIUM;XIRECS;9995;7
390400;;;ASH_COATED_OSMIUM;XIRECS;9997;9
391300;;;ASH_COATED_OSMIUM;XIRECS;9997;4
392500;;;ASH_COATED_OSMIUM;XIRECS;10013;5
401000;;;INTARIAN_PEPPER_ROOT;XIRECS;13396;8
401700;;;ASH_COATED_OSMIUM;XIRECS;10012;9
402600;;;ASH_COATED_OSMIUM;XIRECS;9995;5
405400;;;ASH_COATED_OSMIUM;XIRECS;9995;2
407400;;;ASH_COATED_OSMIUM;XIRECS;10010;8
412800;;;ASH_COATED_OSMIUM;XIRECS;9990;4
414200;;;ASH_COATED_OSMIUM;XIRECS;10008;6
415400;;;INTARIAN_PEPPER_ROOT;XIRECS;13423;6
416000;;;ASH_COATED_OSMIUM;XIRECS;9990;6
416300;;;ASH_COATED_OSMIUM;XIRECS;9990;2
417300;;;INTARIAN_PEPPER_ROOT;XIRECS;13425;5
419200;;;INTARIAN_PEPPER_ROOT;XIRECS;13409;6
419400;;;INTARIAN_PEPPER_ROOT;XIRECS;13427;4
420500;;;INTARIAN_PEPPER_ROOT;XIRECS;13410;7
423500;;;INTARIAN_PEPPER_ROOT;XIRECS;13416;6
424900;;;ASH_COATED_OSMIUM;XIRECS;9992;6
425100;;;INTARIAN_PEPPER_ROOT;XIRECS;13432;7
425200;;;ASH_COATED_OSMIUM;XIRECS;10011;6
425800;;;ASH_COATED_OSMIUM;XIRECS;9996;7
427800;;;INTARIAN_PEPPER_ROOT;XIRECS;13421;7
430300;;;ASH_COATED_OSMIUM;XIRECS;10012;4
432100;;;INTARIAN_PEPPER_ROOT;XIRECS;13428;8
433000;;;ASH_COATED_OSMIUM;XIRECS;9996;6
433700;;;ASH_COATED_OSMIUM;XIRECS;9997;6
435600;;;ASH_COATED_OSMIUM;XIRECS;9993;3
436100;;;INTARIAN_PEPPER_ROOT;XIRECS;13440;5
437800;;;INTARIAN_PEPPER_ROOT;XIRECS;13431;3
439100;;;ASH_COATED_OSMIUM;XIRECS;10010;5
439800;;;ASH_COATED_OSMIUM;XIRECS;10007;7
440500;;;ASH_COATED_OSMIUM;XIRECS;10008;3
440900;;;ASH_COATED_OSMIUM;XIRECS;9993;2
441000;;;INTARIAN_PEPPER_ROOT;XIRECS;13434;4
441300;;;INTARIAN_PEPPER_ROOT;XIRECS;13437;5
442300;;;ASH_COATED_OSMIUM;XIRECS;10009;6
442700;;;ASH_COATED_OSMIUM;XIRECS;10009;6
443200;;;ASH_COATED_OSMIUM;XIRECS;10009;4
444200;;;ASH_COATED_OSMIUM;XIRECS;10011;10
445000;;;ASH_COATED_OSMIUM;XIRECS;10010;8
448000;;;INTARIAN_PEPPER_ROOT;XIRECS;13455;5
449100;;;ASH_COATED_OSMIUM;XIRECS;9996;8
451000;;;ASH_COATED_OSMIUM;XIRECS;9992;5
452000;;;ASH_COATED_OSMIUM;XIRECS;9991;5
452300;;;ASH_COATED_OSMIUM;XIRECS;10007;7
453000;;;INTARIAN_PEPPER_ROOT;XIRECS;13457;3
453400;;;ASH_COATED_OSMIUM;XIRECS;9991;6
453700;;;ASH_COATED_OSMIUM;XIRECS;10000;3
453800;;;INTARIAN_PEPPER_ROOT;XIRECS;13449;7
456200;;;ASH_COATED_OSMIUM;XIRECS;10006;4
456300;;;INTARIAN_PEPPER_ROOT;XIRECS;13449;6
457200;;;INTARIAN_PEPPER_ROOT;XIRECS;13450;6
457500;;;INTARIAN_PEPPER_ROOT;XIRECS;13465;4
458600;;;ASH_COATED_OSMIUM;XIRECS;10006;6
458900;;;INTARIAN_PEPPER_ROOT;XIRECS;13466;7
459800;;;INTARIAN_PEPPER_ROOT;XIRECS;13453;6
462100;;;INTARIAN_PEPPER_ROOT;XIRECS;13469;5
464100;;;ASH_COATED_OSMIUM;XIRECS;10007;6
464500;;;INTARIAN_PEPPER_ROOT;XIRECS;13472;3
465700;;;ASH_COATED_OSMIUM;XIRECS;10011;6
466000;;;INTARIAN_PEPPER_ROOT;XIRECS;13461;3
467500;;;INTARIAN_PEPPER_ROOT;XIRECS;13460;3
467800;;;ASH_COATED_OSMIUM;XIRECS;10000;2
467800;;;ASH_COATED_OSMIUM;XIRECS;10007;5
468100;;;ASH_COATED_OSMIUM;XIRECS;9991;8
469200;;;INTARIAN_PEPPER_ROOT;XIRECS;13462;6
471900;;;ASH_COATED_OSMIUM;XIRECS;10008;6
472400;;;ASH_COATED_OSMIUM;XIRECS;9992;3
473000;;;INTARIAN_PEPPER_ROOT;XIRECS;13477;4
473800;;;INTARIAN_PEPPER_ROOT;XIRECS;13467;5
474000;;;INTARIAN_PEPPER_ROOT;XIRECS;13478;5
476600;;;ASH_COATED_OSMIUM;XIRECS;10006;5
477200;;;ASH_COATED_OSMIUM;XIRECS;9989;6
477800;;;INTARIAN_PEPPER_ROOT;XIRECS;13485;5
478700;;;ASH_COATED_OSMIUM;XIRECS;9987;3
478800;;;ASH_COATED_OSMIUM;XIRECS;9990;6
479800;;;ASH_COATED_OSMIUM;XIRECS;9987;2
480500;;;INTARIAN_PEPPER_ROOT;XIRECS;13476;3
482300;;;INTARIAN_PEPPER_ROOT;XIRECS;13475;5
482800;;;ASH_COATED_OSMIUM;XIRECS;9985;5
482900;;;ASH_COATED_OSMIUM;XIRECS;9987;5
486200;;;INTARIAN_PEPPER_ROOT;XIRECS;13490;8
486700;;;INTARIAN_PEPPER_ROOT;XIRECS;13482;8
487400;;;ASH_COATED_OSMIUM;XIRECS;10001;3
487700;;;ASH_COATED_OSMIUM;XIRECS;9983;4
487900;;;ASH_COATED_OSMIUM;XIRECS;9985;5
489600;;;INTARIAN_PEPPER_ROOT;XIRECS;13482;3
489700;;;ASH_COATED_OSMIUM;XIRECS;10002;7
490500;;;INTARIAN_PEPPER_ROOT;XIRECS;13483;5
494000;;;INTARIAN_PEPPER_ROOT;XIRECS;13483;4
494500;;;ASH_COATED_OSMIUM;XIRECS;10003;3
496000;;;INTARIAN_PEPPER_ROOT;XIRECS;13489;4
498900;;;ASH_COATED_OSMIUM;XIRECS;9987;8
500000;;;INTARIAN_PEPPER_ROOT;XIRECS;13504;3
500200;;;ASH_COATED_OSMIUM;XIRECS;9987;4
501300;;;INTARIAN_PEPPER_ROOT;XIRECS;13505;7
502300;;;ASH_COATED_OSMIUM;XIRECS;9989;4
502900;;;ASH_COATED_OSMIUM;XIRECS;10005;2
503300;;;ASH_COATED_OSMIUM;XIRECS;10005;3
503500;;;INTARIAN_PEPPER_ROOT;XIRECS;13496;6
508000;;;INTARIAN_PEPPER_ROOT;XIRECS;13501;3
509900;;;INTARIAN_PEPPER_ROOT;XIRECS;13499;7
511200;;;ASH_COATED_OSMIUM;XIRECS;9992;4
511700;;;ASH_COATED_OSMIUM;XIRECS;10008;6
512700;;;ASH_COATED_OSMIUM;XIRECS;10009;4
512800;;;ASH_COATED_OSMIUM;XIRECS;9993;7
513000;;;INTARIAN_PEPPER_ROOT;XIRECS;13520;5
514500;;;ASH_COATED_OSMIUM;XIRECS;9994;5
516300;;;ASH_COATED_OSMIUM;XIRECS;10012;5
517400;;;ASH_COATED_OSMIUM;XIRECS;10011;5
519400;;;INTARIAN_PEPPER_ROOT;XIRECS;13527;7
520900;;;INTARIAN_PEPPER_ROOT;XIRECS;13510;5
521800;;;INTARIAN_PEPPER_ROOT;XIRECS;13515;5
522000;;;ASH_COATED_OSMIUM;XIRECS;9996;4
522700;;;ASH_COATED_OSMIUM;XIRECS;10011;5
525900;;;ASH_COATED_OSMIUM;XIRECS;9993;4
531800;;;INTARIAN_PEPPER_ROOT;XIRECS;13525;4
532500;;;ASH_COATED_OSMIUM;XIRECS;9988;3
536300;;;ASH_COATED_OSMIUM;XIRECS;9985;6
536900;;;INTARIAN_PEPPER_ROOT;XIRECS;13544;3
537400;;;ASH_COATED_OSMIUM;XIRECS;10002;3
540100;;;INTARIAN_PEPPER_ROOT;XIRECS;13533;6
540300;;;ASH_COATED_OSMIUM;XIRECS;10003;2
545300;;;INTARIAN_PEPPER_ROOT;XIRECS;13553;7
547300;;;ASH_COATED_OSMIUM;XIRECS;9990;9
552900;;;ASH_COATED_OSMIUM;XIRECS;9988;10
554400;;;ASH_COATED_OSMIUM;XIRECS;9988;10
