timestamp;buyer;seller;symbol;currency;price;quantity
242800;;;ASH_COATED_OSMIUM;XIRECS;10009;5
243200;;;ASH_COATED_OSMIUM;XIRECS;10010;6
243700;;;ASH_COATED_OSMIUM;XIRECS;10010;6
246200;;;ASH_COATED_OSMIUM;XIRECS;9994;9
247600;;;ASH_COATED_OSMIUM;XIRECS;9995;6
248700;;;INTARIAN_PEPPER_ROOT;XIRECS;11243;4
251700;;;ASH_COATED_OSMIUM;XIRECS;9992;4
252300;;;ASH_COATED_OSMIUM;XIRECS;10008;5
252400;;;ASH_COATED_OSMIUM;XIRECS;10011;7
258300;;;ASH_COATED_OSMIUM;XIRECS;10013;9
258400;;;ASH_COATED_OSMIUM;XIRECS;10012;4
259400;;;ASH_COATED_OSMIUM;XIRECS;9998;8
260100;;;INTARIAN_PEPPER_ROOT;XIRECS;11266;5
260500;;;ASH_COATED_OSMIUM;XIRECS;10012;7
260600;;;ASH_COATED_OSMIUM;XIRECS;10012;2
261300;;;ASH_COATED_OSMIUM;XIRECS;9996;2
264100;;;INTARIAN_PEPPER_ROOT;XIRECS;11255;7
265000;;;ASH_COATED_OSMIUM;XIRECS;9992;8
265100;;;INTARIAN_PEPPER_ROOT;XIRECS;11261;6
267000;;;ASH_COATED_OSMIUM;XIRECS;9991;9
267500;;;INTARIAN_PEPPER_ROOT;XIRECS;11261;3
268800;;;ASH_COATED_OSMIUM;XIRECS;10006;6
269400;;;ASH_COATED_OSMIUM;XIRECS;9991;4
270400;;;ASH_COATED_OSMIUM;XIRECS;10008;2
270700;;;INTARIAN_PEPPER_ROOT;XIRECS;11277;6
271800;;;ASH_COATED_OSMIUM;XIRECS;10007;5
272800;;;ASH_COATED_OSMIUM;XIRECS;10005;6
280900;;;ASH_COATED_OSMIUM;XIRECS;9987;2
282500;;;ASH_COATED_OSMIUM;XIRECS;9988;4
282700;;;ASH_COATED_OSMIUM;XIRECS;10004;6
291400;;;ASH_COATED_OSMIUM;XIRECS;9989;3
294100;;;INTARIAN_PEPPER_ROOT;XIRECS;11303;3
297000;;;ASH_COATED_OSMIUM;XIRECS;10005;9
297300;;;ASH_COATED_OSMIUM;XIRECS;10005;3
299500;;;ASH_COATED_OSMIUM;XIRECS;9990;2
300000;;;INTARIAN_PEPPER_ROOT;XIRECS;11306;7
301400;;;INTARIAN_PEPPER_ROOT;XIRECS;11308;7
301600;;;ASH_COATED_OSMIUM;XIRECS;9992;9
306000;;;INTARIAN_PEPPER_ROOT;XIRECS;11309;5
306200;;;ASH_COATED_OSMIUM;XIRECS;9992;6
306500;;;ASH_COATED_OSMIUM;XIRECS;10009;5
307600;;;ASH_COATED_OSMIUM;XIRECS;9995;5
310000;;;ASH_COATED_OSMIUM;XIRECS;10011;9
310900;;;ASH_COATED_OSMIUM;XIRECS;10012;6
311200;;;INTARIAN_PEPPER_ROOT;XIRECS;11305;3
311700;;;INTARIAN_PEPPER_ROOT;XIRECS;11315;6
313100;;;ASH_COATED_OSMIUM;XIRECS;9996;2
313600;;;ASH_COATED_OSMIUM;XIRECS;10013;3
314400;;;INTARIAN_PEPPER_ROOT;XIRECS;11323;6
320900;;;ASH_COATED_OSMIUM;XIRECS;10014;6
323200;;;INTARIAN_PEPPER_ROOT;XIRECS;11326;5
323500;;;ASH_COATED_OSMIUM;XIRECS;9998;6
324600;;;ASH_COATED_OSMIUM;XIRECS;9997;2
325000;;;ASH_COATED_OSMIUM;XIRECS;10015;5
327400;;;INTARIAN_PEPPER_ROOT;XIRECS;11321;6
327600;;;INTARIAN_PEPPER_ROOT;XIRECS;11334;3
329000;;;ASH_COATED_OSMIUM;XIRECS;10000;9
329800;;;ASH_COATED_OSMIUM;XIRECS;10016;4
330600;;;ASH_COATED_OSMIUM;XIRECS;9998;2
331500;;;INTARIAN_PEPPER_ROOT;XIRECS;11325;3
331800;;;ASH_COATED_OSMIUM;XIRECS;10017;8
332800;;;ASH_COATED_OSMIUM;XIRECS;10016;5
333200;;;INTARIAN_PEPPER_ROOT;XIRECS;11339;7
334400;;;INTARIAN_PEPPER_ROOT;XIRECS;11341;3
334700;;;INTARIAN_PEPPER_ROOT;XIRECS;11329;3
335300;;;INTARIAN_PEPPER_ROOT;XIRECS;11344;3
335400;;;INTARIAN_PEPPER_ROOT;XIRECS;11338;6
335800;;;ASH_COATED_OSMIUM;XIRECS;10000;6
336000;;;ASH_COATED_OSMIUM;XIRECS;9997;6
336400;;;ASH_COATED_OSMIUM;XIRECS;10015;9
336500;;;INTARIAN_PEPPER_ROOT;XIRECS;11343;6
336800;;;ASH_COATED_OSMIUM;XIRECS;9999;4
337200;;;ASH_COATED_OSMIUM;XIRECS;10000;6
337300;;;ASH_COATED_OSMIUM;XIRECS;9999;7
340700;;;ASH_COATED_OSMIUM;XIRECS;10015;2
341200;;;ASH_COATED_OSMIUM;XIRECS;9998;2
342400;;;ASH_COATED_OSMIUM;XIRECS;9996;5
344000;;;INTARIAN_PEPPER_ROOT;XIRECS;11340;3
344200;;;ASH_COATED_OSMIUM;XIRECS;10001;4
345800;;;ASH_COATED_OSMIUM;XIRECS;9999;3
346200;;;ASH_COATED_OSMIUM;XIRECS;9999;4
349400;;;ASH_COATED_OSMIUM;XIRECS;10004;4
350400;;;ASH_COATED_OSMIUM;XIRECS;10013;5
350900;;;INTARIAN_PEPPER_ROOT;XIRECS;11360;4
351800;;;ASH_COATED_OSMIUM;XIRECS;10010;5
351900;;;INTARIAN_PEPPER_ROOT;XIRECS;11346;7
352500;;;INTARIAN_PEPPER_ROOT;XIRECS;11359;6
353000;;;ASH_COATED_OSMIUM;XIRECS;9991;5
354000;;;INTARIAN_PEPPER_ROOT;XIRECS;11360;6
356700;;;ASH_COATED_OSMIUM;XIRECS;10007;9
356800;;;INTARIAN_PEPPER_ROOT;XIRECS;11351;6
357500;;;ASH_COATED_OSMIUM;XIRECS;9991;3
358000;;;INTARIAN_PEPPER_ROOT;XIRECS;11349;3
358400;;;ASH_COATED_OSMIUM;XIRECS;10007;3
358400;;;INTARIAN_PEPPER_ROOT;XIRECS;11361;5
359300;;;ASH_COATED_OSMIUM;XIRECS;9992;4
360000;;;INTARIAN_PEPPER_ROOT;XIRECS;11363;7
360800;;;INTARIAN_PEPPER_ROOT;XIRECS;11367;5
361400;;;ASH_COATED_OSMIUM;XIRECS;9993;6
361600;;;INTARIAN_PEPPER_ROOT;XIRECS;11358;5
363200;;;ASH_COATED_OSMIUM;XIRECS;10011;2
365300;;;ASH_COATED_OSMIUM;XIRECS;9992;3
365400;;;INTARIAN_PEPPER_ROOT;XIRECS;11361;7
367300;;;INTARIAN_PEPPER_ROOT;XIRECS;11361;5
370900;;;INTARIAN_PEPPER_ROOT;XIRECS;11377;4
371200;;;INTARIAN_PEPPER_ROOT;XIRECS;11365;3
372300;;;INTARIAN_PEPPER_ROOT;XIRECS;11368;6
374600;;;INTARIAN_PEPPER_ROOT;XIRECS;11381;3
375300;;;ASH_COATED_OSMIUM;XIRECS;9993;4
375400;;;ASH_COATED_OSMIUM;XIRECS;10009;3
376700;;;INTARIAN_PEPPER_ROOT;XIRECS;11373;7
377400;;;ASH_COATED_OSMIUM;XIRECS;9992;4
380800;;;INTARIAN_PEPPER_ROOT;XIRECS;11387;3
380900;;;ASH_COATED_OSMIUM;XIRECS;9996;8
381000;;;ASH_COATED_OSMIUM;XIRECS;10012;2
383000;;;ASH_COATED_OSMIUM;XIRECS;10010;6
384000;;;ASH_COATED_OSMIUM;XIRECS;9990;4
389800;;;ASH_COATED_OSMIUM;XIRECS;10011;10
389900;;;ASH_COATED_OSMIUM;XIRECS;9996;7
390400;;;ASH_COATED_OSMIUM;XIRECS;9995;9
391100;;;ASH_COATED_OSMIUM;XIRECS;9995;4
392300;;;ASH_COATED_OSMIUM;XIRECS;10012;5
399100;;;INTARIAN_PEPPER_ROOT;XIRECS;11393;3
401000;;;INTARIAN_PEPPER_ROOT;XIRECS;11397;8
401700;;;ASH_COATED_OSMIUM;XIRECS;10014;9
402400;;;ASH_COATED_OSMIUM;XIRECS;9995;5
405200;;;ASH_COATED_OSMIUM;XIRECS;9996;2
407400;;;ASH_COATED_OSMIUM;XIRECS;10009;8
412600;;;ASH_COATED_OSMIUM;XIRECS;9993;4
414000;;;ASH_COATED_OSMIUM;XIRECS;10011;6
415200;;;INTARIAN_PEPPER_ROOT;XIRECS;11421;6
415800;;;ASH_COATED_OSMIUM;XIRECS;9992;6
416100;;;ASH_COATED_OSMIUM;XIRECS;9995;2
417100;;;INTARIAN_PEPPER_ROOT;XIRECS;11423;5
419000;;;INTARIAN_PEPPER_ROOT;XIRECS;11410;6
419200;;;INTARIAN_PEPPER_ROOT;XIRECS;11425;4
420300;;;INTARIAN_PEPPER_ROOT;XIRECS;11414;7
423300;;;INTARIAN_PEPPER_ROOT;XIRECS;11417;6
424700;;;ASH_COATED_OSMIUM;XIRECS;9994;6
424900;;;INTARIAN_PEPPER_ROOT;XIRECS;11431;7
425200;;;ASH_COATED_OSMIUM;XIRECS;10009;6
425800;;;ASH_COATED_OSMIUM;XIRECS;9993;7
427600;;;INTARIAN_PEPPER_ROOT;XIRECS;11421;7
430100;;;ASH_COATED_OSMIUM;XIRECS;10013;4
432800;;;ASH_COATED_OSMIUM;XIRECS;9994;6
433700;;;ASH_COATED_OSMIUM;XIRECS;9996;6
435400;;;ASH_COATED_OSMIUM;XIRECS;9997;3
436100;;;INTARIAN_PEPPER_ROOT;XIRECS;11439;5
437600;;;INTARIAN_PEPPER_ROOT;XIRECS;11431;3
439100;;;ASH_COATED_OSMIUM;XIRECS;10017;5
439800;;;ASH_COATED_OSMIUM;XIRECS;10016;7
440300;;;ASH_COATED_OSMIUM;XIRECS;10015;3
440700;;;ASH_COATED_OSMIUM;XIRECS;9999;2
440800;;;INTARIAN_PEPPER_ROOT;XIRECS;11435;4
441300;;;INTARIAN_PEPPER_ROOT;XIRECS;11437;5
442100;;;ASH_COATED_OSMIUM;XIRECS;10007;4
442700;;;ASH_COATED_OSMIUM;XIRECS;10013;6
443000;;;ASH_COATED_OSMIUM;XIRECS;10013;4
444200;;;ASH_COATED_OSMIUM;XIRECS;10013;10
445000;;;ASH_COATED_OSMIUM;XIRECS;10016;8
447800;;;INTARIAN_PEPPER_ROOT;XIRECS;11457;5
449100;;;ASH_COATED_OSMIUM;XIRECS;9997;8
450800;;;ASH_COATED_OSMIUM;XIRECS;10003;3
451800;;;ASH_COATED_OSMIUM;XIRECS;9996;5
452300;;;ASH_COATED_OSMIUM;XIRECS;10012;7
453000;;;INTARIAN_PEPPER_ROOT;XIRECS;11456;3
453400;;;ASH_COATED_OSMIUM;XIRECS;9996;6
453800;;;INTARIAN_PEPPER_ROOT;XIRECS;11450;7
456000;;;ASH_COATED_OSMIUM;XIRECS;10010;4
456100;;;INTARIAN_PEPPER_ROOT;XIRECS;11450;6
457000;;;INTARIAN_PEPPER_ROOT;XIRECS;11451;6
457300;;;INTARIAN_PEPPER_ROOT;XIRECS;11464;4
458400;;;ASH_COATED_OSMIUM;XIRECS;10012;6
459600;;;INTARIAN_PEPPER_ROOT;XIRECS;11451;6
461900;;;INTARIAN_PEPPER_ROOT;XIRECS;11471;5
463900;;;ASH_COATED_OSMIUM;XIRECS;10012;6
464300;;;INTARIAN_PEPPER_ROOT;XIRECS;11473;3
465500;;;ASH_COATED_OSMIUM;XIRECS;10009;6
466000;;;INTARIAN_PEPPER_ROOT;XIRECS;11462;3
467300;;;INTARIAN_PEPPER_ROOT;XIRECS;11461;3
467800;;;ASH_COATED_OSMIUM;XIRECS;10009;5
468100;;;ASH_COATED_OSMIUM;XIRECS;9991;8
469000;;;INTARIAN_PEPPER_ROOT;XIRECS;11463;6
471900;;;ASH_COATED_OSMIUM;XIRECS;10009;6
472200;;;ASH_COATED_OSMIUM;XIRECS;9993;3
473000;;;INTARIAN_PEPPER_ROOT;XIRECS;11476;4
473600;;;INTARIAN_PEPPER_ROOT;XIRECS;11464;5
476400;;;ASH_COATED_OSMIUM;XIRECS;10009;5
477200;;;ASH_COATED_OSMIUM;XIRECS;9994;6
477600;;;INTARIAN_PEPPER_ROOT;XIRECS;11487;5
478500;;;ASH_COATED_OSMIUM;XIRECS;9991;3
478600;;;ASH_COATED_OSMIUM;XIRECS;9991;6
479600;;;ASH_COATED_OSMIUM;XIRECS;9992;2
480500;;;INTARIAN_PEPPER_ROOT;XIRECS;11477;3
482100;;;INTARIAN_PEPPER_ROOT;XIRECS;11476;5
482600;;;ASH_COATED_OSMIUM;XIRECS;9994;5
482700;;;ASH_COATED_OSMIUM;XIRECS;9994;5
486700;;;INTARIAN_PEPPER_ROOT;XIRECS;11483;8
487200;;;ASH_COATED_OSMIUM;XIRECS;10012;3
487500;;;ASH_COATED_OSMIUM;XIRECS;9993;4
487700;;;ASH_COATED_OSMIUM;XIRECS;9994;5
489400;;;INTARIAN_PEPPER_ROOT;XIRECS;11480;3
489700;;;ASH_COATED_OSMIUM;XIRECS;10011;7
490300;;;INTARIAN_PEPPER_ROOT;XIRECS;11484;5
493800;;;INTARIAN_PEPPER_ROOT;XIRECS;11485;4
494300;;;ASH_COATED_OSMIUM;XIRECS;10013;3
495800;;;INTARIAN_PEPPER_ROOT;XIRECS;11487;4
498900;;;ASH_COATED_OSMIUM;XIRECS;9992;8
500000;;;ASH_COATED_OSMIUM;XIRECS;9995;4
500000;;;INTARIAN_PEPPER_ROOT;XIRECS;11503;3
502100;;;ASH_COATED_OSMIUM;XIRECS;9995;4
502700;;;ASH_COATED_OSMIUM;XIRECS;10010;2
503100;;;ASH_COATED_OSMIUM;XIRECS;10000;3
503300;;;INTARIAN_PEPPER_ROOT;XIRECS;11497;6
507800;;;INTARIAN_PEPPER_ROOT;XIRECS;11502;3
509700;;;INTARIAN_PEPPER_ROOT;XIRECS;11503;7
511000;;;ASH_COATED_OSMIUM;XIRECS;9995;4
511700;;;ASH_COATED_OSMIUM;XIRECS;10011;6
512500;;;ASH_COATED_OSMIUM;XIRECS;10012;4
512800;;;ASH_COATED_OSMIUM;XIRECS;9996;7
512800;;;INTARIAN_PEPPER_ROOT;XIRECS;11522;5
514300;;;ASH_COATED_OSMIUM;XIRECS;9996;5
516100;;;ASH_COATED_OSMIUM;XIRECS;10013;5
517200;;;ASH_COATED_OSMIUM;XIRECS;10012;5
519200;;;INTARIAN_PEPPER_ROOT;XIRECS;11525;7
520700;;;INTARIAN_PEPPER_ROOT;XIRECS;11514;5
521600;;;INTARIAN_PEPPER_ROOT;XIRECS;11515;5
521800;;;ASH_COATED_OSMIUM;XIRECS;9995;4
522500;;;ASH_COATED_OSMIUM;XIRECS;10011;5
525700;;;ASH_COATED_OSMIUM;XIRECS;9994;4
531600;;;INTARIAN_PEPPER_ROOT;XIRECS;11525;4
532300;;;ASH_COATED_OSMIUM;XIRECS;9994;3
536100;;;ASH_COATED_OSMIUM;XIRECS;9994;6
536700;;;INTARIAN_PEPPER_ROOT;XIRECS;11543;3
537200;;;ASH_COATED_OSMIUM;XIRECS;10012;3
539900;;;INTARIAN_PEPPER_ROOT;XIRECS;11534;6
540100;;;ASH_COATED_OSMIUM;XIRECS;10007;2
545100;;;INTARIAN_PEPPER_ROOT;XIRECS;11551;7
547300;;;ASH_COATED_OSMIUM;XIRECS;9987;9
552900;;;ASH_COATED_OSMIUM;XIRECS;9990;10
554400;;;ASH_COATED_OSMIUM;XIRECS;9990;10
555700;;;INTARIAN_PEPPER_ROOT;XIRECS;11552;7
556000;;;INTARIAN_PEPPER_ROOT;XIRECS;11550;3
556700;;;ASH_COATED_OSMIUM;XIRECS;9991;2
556700;;;INTARIAN_PEPPER_ROOT;XIRECS;11553;8
556800;;;INTARIAN_PEPPER_ROOT;XIRECS;11566;3
557700;;;ASH_COATED_OSMIUM;XIRECS;9990;8
558800;;;INTARIAN_PEPPER_ROOT;XIRECS;11562;8
560300;;;ASH_COATED_OSMIUM;XIRECS;10004;6
561300;;;INTARIAN_PEPPER_ROOT;XIRECS;11557;3
564900;;;INTARIAN_PEPPER_ROOT;XIRECS;11561;6
566100;;;INTARIAN_PEPPER_ROOT;XIRECS;11562;3
566600;;;ASH_COATED_OSMIUM;XIRECS;10004;7
566700;;;INTARIAN_PEPPER_ROOT;XIRECS;11558;3
567300;;;ASH_COATED_OSMIUM;XIRECS;9988;10
570000;;;INTARIAN_PEPPER_ROOT;XIRECS;11576;5
