day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;900;ASH_COATED_OSMIUM;9992;15;9990;26;;;10008;15;10011;26;;;10000;0.0
0;1000;INTARIAN_PEPPER_ROOT;11994;12;;;;;12007;12;12010;26;;;12000;0.0
0;1000;ASH_COATED_OSMIUM;9990;35;;;;;10009;18;10011;35;;;10000;0.0
0;1100;ASH_COATED_OSMIUM;9990;35;;;;;10009;16;;;;;10000;0.0
0;1100;INTARIAN_PEPPER_ROOT;11995;14;;;;;12008;14;12011;30;;;12002;0.0
0;1200;ASH_COATED_OSMIUM;9993;15;9991;35;;;10009;15;10012;35;;;10001;0.0
0;1200;INTARIAN_PEPPER_ROOT;11995;11;11992;28;;;12008;11;;;;;12002;0.0
0;1300;INTARIAN_PEPPER_ROOT;11995;15;11992;20;;;12008;15;12011;20;;;12002;0.0
0;1300;ASH_COATED_OSMIUM;9993;16;;;;;10009;16;10012;29;;;10001;0.0
0;1400;INTARIAN_PEPPER_ROOT;11995;12;11992;21;;;12008;12;12011;21;;;12002;0.0
0;1400;ASH_COATED_OSMIUM;9993;12;9990;30;;;10009;12;10011;30;;;10001;0.0
0;1500;ASH_COATED_OSMIUM;9992;15;9990;36;;;10008;15;10011;36;;;10000;0.0
0;1500;INTARIAN_PEPPER_ROOT;11995;14;11992;20;;;12008;14;12011;20;;;12002;0.0
0;1600;ASH_COATED_OSMIUM;9992;18;9990;29;;;10008;18;10011;29;;;10000;0.0
0;1600;INTARIAN_PEPPER_ROOT;11995;10;11992;29;;;12008;10;12011;29;;;12002;0.0
0;1700;INTARIAN_PEPPER_ROOT;11995;11;11992;19;;;12011;19;;;;;12003;0.0
0;1700;ASH_COATED_OSMIUM;9992;16;9990;30;;;10008;16;;;;;10000;0.0
0;1800;INTARIAN_PEPPER_ROOT;11995;11;11992;20;;;12011;20;;;;;12003;0.0
0;1800;ASH_COATED_OSMIUM;9992;16;;;;;10001;5;10010;35;;;9996;0.0
0;1900;ASH_COATED_OSMIUM;9992;19;9990;30;;;10008;19;10011;30;;;10000;0.0
0;1900;INTARIAN_PEPPER_ROOT;11995;12;;;;;12008;12;12011;31;;;12002;0.0
0;2000;ASH_COATED_OSMIUM;9991;28;;;;;10009;16;10012;28;;;10000;0.0
0;2000;INTARIAN_PEPPER_ROOT;11995;15;11992;28;;;12009;15;12012;28;;;12002;0.0
0;2100;INTARIAN_PEPPER_ROOT;11996;10;;;;;12009;10;12012;19;;;12002;0.0
0;2100;ASH_COATED_OSMIUM;9993;15;9991;31;;;10009;15;10012;31;;;10001;0.0
0;2200;INTARIAN_PEPPER_ROOT;11993;29;;;;;12012;29;;;;;12002;0.0
0;2200;ASH_COATED_OSMIUM;9991;36;;;;;10009;12;10012;36;;;10000;0.0
0;2300;INTARIAN_PEPPER_ROOT;11996;11;11993;31;;;12012;31;;;;;12004;0.0
0;2300;ASH_COATED_OSMIUM;9993;18;9991;25;;;10009;18;;;;;10001;0.0
0;2400;INTARIAN_PEPPER_ROOT;11996;10;;;;;12009;10;12012;28;;;12002;0.0
0;2400;ASH_COATED_OSMIUM;9993;12;9991;31;;;10009;12;10012;31;;;10001;0.0
0;2500;ASH_COATED_OSMIUM;9993;18;;;;;10009;18;;;;;10001;0.0
0;2500;INTARIAN_PEPPER_ROOT;11996;12;11993;19;;;12009;12;12012;19;;;12002;0.0
0;2600;ASH_COATED_OSMIUM;9993;16;9991;25;;;10009;16;10012;25;;;10001;0.0
0;2600;INTARIAN_PEPPER_ROOT;11996;10;11993;31;;;12009;10;12012;31;;;12002;0.0
0;2700;ASH_COATED_OSMIUM;9993;18;9991;36;;;10012;36;;;;;10002;0.0
0;2700;INTARIAN_PEPPER_ROOT;11996;14;11993;24;;;11999;10;12009;14;;;11998;0.0
0;2800;ASH_COATED_OSMIUM;9991;28;;;;;10009;14;10012;28;;;10000;0.0
0;2800;INTARIAN_PEPPER_ROOT;11996;15;11993;31;;;12009;15;12012;31;;;12002;0.0
0;2900;ASH_COATED_OSMIUM;;;;;;;10009;19;10012;26;;;10009;0.0
0;2900;INTARIAN_PEPPER_ROOT;12006;10;11996;15;;;12009;15;;;;;12008;0.0
0;3000;ASH_COATED_OSMIUM;9993;16;;;;;10009;16;;;;;10001;0.0
0;3000;INTARIAN_PEPPER_ROOT;11996;11;11993;26;;;12010;11;12013;26;;;12003;0.0
0;3100;ASH_COATED_OSMIUM;9994;12;9991;31;;;10010;12;10012;31;;;10002;0.0
0;3100;INTARIAN_PEPPER_ROOT;11997;14;11994;26;;;12010;14;;;;;12004;0.0
0;3200;INTARIAN_PEPPER_ROOT;11997;11;11994;31;;;12010;11;;;;;12004;0.0
0;3200;ASH_COATED_OSMIUM;9993;15;;;;;10009;15;10012;35;;;10001;0.0
0;3300;INTARIAN_PEPPER_ROOT;11997;12;11994;21;;;12013;21;;;;;12005;0.0
0;3300;ASH_COATED_OSMIUM;9993;15;9991;32;;;10012;32;;;;;10002;0.0
0;3400;INTARIAN_PEPPER_ROOT;11997;15;11994;30;;;12010;15;12013;30;;;12004;0.0
0;3400;ASH_COATED_OSMIUM;9993;14;;;;;10009;14;10012;31;;;10001;0.0
0;3500;INTARIAN_PEPPER_ROOT;11997;14;11994;31;;;12010;14;12013;31;;;12004;0.0
0;3500;ASH_COATED_OSMIUM;9993;12;9991;26;;;10009;12;10012;26;;;10001;0.0
0;3600;INTARIAN_PEPPER_ROOT;11997;12;;;;;12010;12;12013;28;;;12004;0.0
0;3600;ASH_COATED_OSMIUM;9993;12;9991;38;;;10009;12;10012;38;;;10001;0.0
0;3700;ASH_COATED_OSMIUM;9993;19;9991;30;;;10009;19;10012;30;;;10001;0.0
0;3700;INTARIAN_PEPPER_ROOT;11997;10;;;;;12013;31;;;;;12005;0.0
0;3800;INTARIAN_PEPPER_ROOT;11997;12;11994;24;;;12010;12;;;;;12004;0.0
0;3800;ASH_COATED_OSMIUM;9999;6;9993;16;9991;36;10009;16;10012;36;;;10004;0.0
0;3900;ASH_COATED_OSMIUM;9993;16;9991;32;;;10009;16;;;;;10001;0.0
0;3900;INTARIAN_PEPPER_ROOT;;;;;;;12010;11;12013;31;;;12010;0.0
0;4000;INTARIAN_PEPPER_ROOT;11997;15;11994;29;;;12011;15;12014;29;;;12004;0.0
0;4000;ASH_COATED_OSMIUM;9991;38;;;;;10012;38;;;;;10002;0.0
0;4100;ASH_COATED_OSMIUM;9998;4;9992;18;9990;31;10008;18;;;;;10003;0.0
0;4100;INTARIAN_PEPPER_ROOT;11995;31;;;;;12011;10;12014;31;;;12003;0.0
0;4200;INTARIAN_PEPPER_ROOT;11998;12;11995;24;;;12011;12;12014;24;;;12004;0.0
0;4200;ASH_COATED_OSMIUM;9993;12;;;;;10011;32;;;;;10002;0.0
0;4300;ASH_COATED_OSMIUM;9990;30;;;;;10009;15;10011;30;;;10000;0.0
0;4300;INTARIAN_PEPPER_ROOT;11998;14;11995;31;;;12014;31;;;;;12006;0.0
0;4400;INTARIAN_PEPPER_ROOT;11995;28;;;;;12011;12;12014;28;;;12003;0.0
0;4400;ASH_COATED_OSMIUM;9993;12;9990;28;;;10009;12;10011;28;;;10001;0.0
0;4500;ASH_COATED_OSMIUM;9990;32;;;;;10009;18;10011;32;;;10000;0.0
0;4500;INTARIAN_PEPPER_ROOT;11998;14;11995;19;;;12011;14;;;;;12004;0.0
0;4600;INTARIAN_PEPPER_ROOT;11998;11;11995;28;;;12011;11;12014;28;;;12004;0.0
0;4600;ASH_COATED_OSMIUM;9993;19;;;;;10011;26;;;;;10002;0.0
0;4700;ASH_COATED_OSMIUM;9993;18;;;;;10009;18;10011;34;;;10001;0.0
0;4700;INTARIAN_PEPPER_ROOT;11995;19;;;;;12011;15;;;;;12003;0.0
0;4800;INTARIAN_PEPPER_ROOT;11998;14;11995;26;;;12007;5;12011;14;12014;26;12002;0.0
0;4800;ASH_COATED_OSMIUM;9993;12;;;;;10011;35;;;;;10002;0.0
0;4900;ASH_COATED_OSMIUM;9993;19;9990;34;;;10009;19;;;;;10001;0.0
0;4900;INTARIAN_PEPPER_ROOT;11998;15;11995;20;;;12011;15;12014;20;;;12004;0.0
0;5000;INTARIAN_PEPPER_ROOT;11998;12;11995;29;;;12015;29;;;;;12006;0.0
0;5000;ASH_COATED_OSMIUM;9992;15;9990;36;;;10008;15;10011;36;;;10000;0.0
0;5100;ASH_COATED_OSMIUM;9993;14;9990;30;;;10009;14;;;;;10001;0.0
0;5100;INTARIAN_PEPPER_ROOT;11996;31;;;;;;;;;;;11996;0.0
0;5200;INTARIAN_PEPPER_ROOT;11999;15;11996;24;;;12012;15;;;;;12006;0.0
0;5200;ASH_COATED_OSMIUM;9993;19;;;;;10009;19;10011;36;;;10001;0.0
0;5300;ASH_COATED_OSMIUM;9993;19;9990;26;;;;;;;;;9993;0.0
0;5300;INTARIAN_PEPPER_ROOT;11999;10;11996;26;;;12012;10;12015;26;;;12006;0.0
0;5400;INTARIAN_PEPPER_ROOT;11999;10;11996;20;;;12015;20;;;;;12007;0.0
0;5400;ASH_COATED_OSMIUM;9993;18;9990;25;;;10009;18;10011;25;;;10001;0.0
0;5500;ASH_COATED_OSMIUM;9994;16;9991;35;;;10010;16;10012;35;;;10002;0.0
0;5500;INTARIAN_PEPPER_ROOT;11999;12;11996;30;;;12012;12;;;;;12006;0.0
0;5600;INTARIAN_PEPPER_ROOT;11999;14;;;;;12012;14;;;;;12006;0.0
0;5600;ASH_COATED_OSMIUM;9991;26;;;;;10009;18;10012;26;;;10000;0.0
0;5700;ASH_COATED_OSMIUM;9993;15;9991;36;;;10009;15;10012;36;;;10001;0.0
0;5700;INTARIAN_PEPPER_ROOT;11999;10;11996;24;;;12002;6;12015;24;;;12000;0.0
0;5800;INTARIAN_PEPPER_ROOT;11999;14;11996;28;;;;;;;;;11999;0.0
0;5800;ASH_COATED_OSMIUM;9994;12;;;;;10010;12;10012;35;;;10002;0.0
0;5900;ASH_COATED_OSMIUM;9993;19;9991;36;;;10009;19;10012;36;;;10001;0.0
0;5900;INTARIAN_PEPPER_ROOT;11999;12;11996;29;;;12012;12;12015;29;;;12006;0.0
0;6000;INTARIAN_PEPPER_ROOT;11996;24;;;;;12013;14;;;;;12004;0.0
0;6000;ASH_COATED_OSMIUM;9993;19;9990;38;;;10009;19;10011;38;;;10001;0.0
0;6100;ASH_COATED_OSMIUM;9990;35;;;;;10009;14;10011;35;;;10000;0.0
0;6100;INTARIAN_PEPPER_ROOT;12000;11;11997;28;;;12013;11;12016;28;;;12006;0.0
0;6200;INTARIAN_PEPPER_ROOT;11997;19;;;;;12016;19;;;;;12006;0.0
0;6200;ASH_COATED_OSMIUM;9993;14;9990;25;;;10009;14;10011;25;;;10001;0.0
0;6300;ASH_COATED_OSMIUM;9993;15;9990;28;;;10009;15;10011;28;;;10001;0.0
0;6300;INTARIAN_PEPPER_ROOT;12000;14;11997;30;;;12013;14;;;;;12006;0.0
0;6400;INTARIAN_PEPPER_ROOT;12000;11;11997;28;;;12013;11;12016;28;;;12006;0.0
0;6400;ASH_COATED_OSMIUM;9992;18;9989;29;;;10008;18;10010;29;;;10000;0.0
0;6500;ASH_COATED_OSMIUM;9992;16;9990;30;;;10008;16;10011;30;;;10000;0.0
0;6500;INTARIAN_PEPPER_ROOT;11997;28;;;;;12013;12;12016;28;;;12005;0.0
0;6600;INTARIAN_PEPPER_ROOT;12000;15;11997;29;;;12013;15;12016;29;;;12006;0.0
0;6600;ASH_COATED_OSMIUM;9992;19;9989;31;;;;;;;;;9992;0.0
0;6700;INTARIAN_PEPPER_ROOT;12000;10;;;;;12013;10;;;;;12006;0.0
0;6700;ASH_COATED_OSMIUM;9992;16;;;;;10008;16;10011;36;;;10000;0.0
0;6800;INTARIAN_PEPPER_ROOT;12000;15;11997;20;;;;;;;;;12000;0.0
0;6800;ASH_COATED_OSMIUM;;;;;;;10008;12;10011;38;;;10008;0.0
0;6900;ASH_COATED_OSMIUM;9990;28;;;;;10008;15;;;;;9999;0.0
0;6900;INTARIAN_PEPPER_ROOT;12000;11;11997;24;;;12013;11;12016;24;;;12006;0.0
0;7000;ASH_COATED_OSMIUM;9990;28;;;;;10011;28;;;;;10000;0.0
0;7000;INTARIAN_PEPPER_ROOT;11997;30;;;;;12014;11;12017;30;;;12006;0.0
0;7100;ASH_COATED_OSMIUM;9992;19;9990;31;;;10008;19;10011;31;;;10000;0.0
0;7100;INTARIAN_PEPPER_ROOT;12001;15;11998;19;;;12014;15;12017;19;;;12008;0.0
0;7200;ASH_COATED_OSMIUM;9998;2;9993;14;9990;25;10011;25;;;;;10004;0.0
0;7200;INTARIAN_PEPPER_ROOT;12001;11;11998;29;;;12014;11;12017;29;;;12008;0.0
0;7300;ASH_COATED_OSMIUM;9992;14;9990;26;;;10011;26;;;;;10002;0.0
0;7300;INTARIAN_PEPPER_ROOT;;;;;;;12014;11;12017;21;;;12014;0.0
0;7400;ASH_COATED_OSMIUM;9993;19;9990;32;;;10009;19;10011;32;;;10001;0.0
0;7400;INTARIAN_PEPPER_ROOT;11998;29;;;;;;;;;;;11998;0.0
0;7500;ASH_COATED_OSMIUM;9993;18;9990;26;;;10009;18;10011;26;;;10001;0.0
0;7500;INTARIAN_PEPPER_ROOT;12001;11;;;;;12017;25;;;;;12009;0.0
0;7600;ASH_COATED_OSMIUM;9993;18;9990;38;;;9998;6;;;;;9996;0.0
0;7600;INTARIAN_PEPPER_ROOT;12001;11;11998;24;;;12014;11;12017;24;;;12008;0.0
0;7700;INTARIAN_PEPPER_ROOT;12001;10;;;;;12014;10;12017;25;;;12008;0.0
0;7700;ASH_COATED_OSMIUM;9993;12;9991;31;;;10009;12;10012;31;;;10001;0.0
0;7800;INTARIAN_PEPPER_ROOT;12001;15;11998;21;;;12014;15;12017;21;;;12008;0.0
0;7800;ASH_COATED_OSMIUM;9990;28;;;;;10009;14;10011;28;;;10000;0.0
0;7900;INTARIAN_PEPPER_ROOT;11998;29;;;;;12014;15;12017;29;;;12006;0.0
0;7900;ASH_COATED_OSMIUM;9993;16;9990;29;;;10009;16;10011;29;;;10001;0.0
0;8000;INTARIAN_PEPPER_ROOT;12001;10;11998;30;;;;;;;;;12001;0.0
0;8000;ASH_COATED_OSMIUM;9990;28;;;;;10008;19;10011;28;;;9999;0.0
0;8100;ASH_COATED_OSMIUM;9992;12;9989;38;;;10008;12;10010;38;;;10000;0.0
0;8100;INTARIAN_PEPPER_ROOT;12002;11;11999;22;;;;;;;;;12002;0.0
0;8200;ASH_COATED_OSMIUM;9992;15;9989;30;;;10008;15;10010;30;;;10000;0.0
0;8200;INTARIAN_PEPPER_ROOT;11999;24;;;;;12015;15;12018;24;;;12007;0.0
0;8300;INTARIAN_PEPPER_ROOT;12002;10;11999;30;;;;;;;;;12002;0.0
0;8300;ASH_COATED_OSMIUM;9992;19;9990;29;;;10011;29;;;;;10002;0.0
0;8400;INTARIAN_PEPPER_ROOT;12002;11;11999;30;;;12015;11;12018;30;;;12008;0.0
0;8400;ASH_COATED_OSMIUM;9992;16;9990;29;;;10008;16;10011;29;;;10000;0.0
0;8500;ASH_COATED_OSMIUM;9992;18;9989;26;;;10008;18;10010;26;;;10000;0.0
0;8500;INTARIAN_PEPPER_ROOT;12002;12;;;;;;;;;;;12002;0.0
0;8600;ASH_COATED_OSMIUM;9992;16;;;;;10010;30;;;;;10001;0.0
0;8600;INTARIAN_PEPPER_ROOT;12002;12;11999;28;;;12015;12;12018;28;;;12008;0.0
0;8700;INTARIAN_PEPPER_ROOT;12002;11;11999;21;;;12015;11;12018;21;;;12008;0.0
0;8700;ASH_COATED_OSMIUM;9991;14;9989;38;;;10010;38;;;;;10000;0.0
0;8800;INTARIAN_PEPPER_ROOT;12002;12;11999;29;;;12015;12;;;;;12008;0.0
0;8800;ASH_COATED_OSMIUM;9991;19;9989;28;;;10010;28;;;;;10000;0.0
0;8900;ASH_COATED_OSMIUM;9992;14;9989;34;;;10008;14;10010;34;;;10000;0.0
0;8900;INTARIAN_PEPPER_ROOT;11999;30;;;;;12015;10;;;;;12007;0.0
0;9000;ASH_COATED_OSMIUM;9992;18;9990;25;;;10008;18;;;;;10000;0.0
0;9000;INTARIAN_PEPPER_ROOT;12002;15;11999;28;;;12016;15;12019;28;;;12009;0.0
0;9100;INTARIAN_PEPPER_ROOT;12003;15;12000;25;;;12019;25;;;;;12011;0.0
0;9100;ASH_COATED_OSMIUM;9998;5;9992;15;9990;31;10008;15;10011;31;;;10003;0.0
0;9200;INTARIAN_PEPPER_ROOT;12003;15;;;;;12019;19;;;;;12011;0.0
0;9200;ASH_COATED_OSMIUM;9992;15;9990;26;;;10008;15;;;;;10000;0.0
0;9300;ASH_COATED_OSMIUM;9992;15;;;;;10010;29;;;;;10001;0.0
0;9300;INTARIAN_PEPPER_ROOT;12003;14;12000;29;;;12016;14;12019;29;;;12010;0.0
0;9400;ASH_COATED_OSMIUM;9992;12;9990;38;;;9998;12;10008;12;10011;38;9995;0.0
0;9400;INTARIAN_PEPPER_ROOT;12003;14;;;;;12016;14;12019;30;;;12010;0.0
0;9500;INTARIAN_PEPPER_ROOT;12003;14;12000;25;;;12016;14;12019;25;;;12010;0.0
0;9500;ASH_COATED_OSMIUM;9992;18;9990;34;;;10008;18;10011;34;;;10000;0.0
0;9600;INTARIAN_PEPPER_ROOT;12000;25;;;;;12016;15;12019;25;;;12008;0.0
0;9600;ASH_COATED_OSMIUM;9993;12;9990;38;;;10009;12;10011;38;;;10001;0.0
0;9700;ASH_COATED_OSMIUM;9991;32;;;;;10009;19;10012;32;;;10000;0.0
0;9700;INTARIAN_PEPPER_ROOT;12003;12;12000;29;;;12016;12;;;;;12010;0.0
0;9800;ASH_COATED_OSMIUM;9994;16;9991;36;;;10010;16;10012;36;;;10002;0.0
0;9800;INTARIAN_PEPPER_ROOT;12003;14;;;;;12016;14;;;;;12010;0.0
0;9900;INTARIAN_PEPPER_ROOT;12003;15;12000;21;;;12006;10;12016;15;12019;21;12004;0.0
0;9900;ASH_COATED_OSMIUM;9994;14;9992;36;;;10010;14;10013;36;;;10002;0.0
0;10000;INTARIAN_PEPPER_ROOT;12003;15;12000;22;;;12017;15;12020;22;;;12010;0.0
0;10000;ASH_COATED_OSMIUM;9994;16;;;;;10010;16;10013;29;;;10002;0.0
0;10100;ASH_COATED_OSMIUM;9994;12;9992;28;;;10010;12;10013;28;;;10002;0.0
0;10100;INTARIAN_PEPPER_ROOT;12004;15;12001;19;;;12017;15;12020;19;;;12010;0.0
0;10200;ASH_COATED_OSMIUM;9994;14;9992;29;;;10013;29;;;;;10004;0.0
0;10200;INTARIAN_PEPPER_ROOT;12004;12;12001;25;;;12017;12;12020;25;;;12010;0.0
0;10300;INTARIAN_PEPPER_ROOT;;;;;;;12017;11;12020;19;;;12017;0.0
0;10300;ASH_COATED_OSMIUM;9992;26;;;;;10013;26;;;;;10002;0.0
0;10400;INTARIAN_PEPPER_ROOT;12004;10;12001;29;;;12020;29;;;;;12012;0.0
0;10400;ASH_COATED_OSMIUM;9992;26;;;;;10010;15;10013;26;;;10001;0.0
0;10500;ASH_COATED_OSMIUM;9992;36;;;;;10013;36;;;;;10002;0.0
0;10500;INTARIAN_PEPPER_ROOT;12004;11;12001;24;;;12017;11;12020;24;;;12010;0.0
0;10600;ASH_COATED_OSMIUM;9994;14;9992;32;;;10010;14;10013;32;;;10002;0.0
0;10600;INTARIAN_PEPPER_ROOT;12004;15;;;;;12017;15;12020;20;;;12010;0.0
0;10700;INTARIAN_PEPPER_ROOT;;;;;;;12017;15;12020;28;;;12017;0.0
0;10700;ASH_COATED_OSMIUM;9994;16;9992;26;;;10013;26;;;;;10004;0.0
0;10800;INTARIAN_PEPPER_ROOT;12004;11;12001;25;;;12017;11;;;;;12010;0.0
0;10800;ASH_COATED_OSMIUM;9994;15;9992;29;;;10010;15;;;;;10002;0.0
0;10900;ASH_COATED_OSMIUM;9995;16;9992;38;;;10011;16;10013;38;;;10003;0.0
0;10900;INTARIAN_PEPPER_ROOT;12004;11;;;;;12017;11;12020;22;;;12010;0.0
0;11000;INTARIAN_PEPPER_ROOT;12004;11;;;;;12018;11;12021;20;;;12011;0.0
0;11000;ASH_COATED_OSMIUM;9995;14;9992;30;;;10004;6;10011;14;10013;30;10000;0.0
0;11100;INTARIAN_PEPPER_ROOT;;;;;;;12018;11;;;;;12018;0.0
0;11100;ASH_COATED_OSMIUM;9995;18;9992;31;;;10011;18;10013;31;;;10003;0.0
0;11200;INTARIAN_PEPPER_ROOT;12005;10;12002;30;;;12018;10;;;;;12012;0.0
0;11200;ASH_COATED_OSMIUM;9994;12;9992;32;;;10010;12;10013;32;;;10002;0.0
0;11300;INTARIAN_PEPPER_ROOT;12005;12;12002;22;;;12018;12;;;;;12012;0.0
0;11300;ASH_COATED_OSMIUM;9994;15;;;;;10010;15;10013;36;;;10002;0.0
0;11400;ASH_COATED_OSMIUM;9994;19;;;;;10013;28;;;;;10004;0.0
0;11400;INTARIAN_PEPPER_ROOT;12005;14;12002;22;;;12018;14;12021;22;;;12012;0.0
0;11500;ASH_COATED_OSMIUM;9994;19;9992;34;;;10010;19;;;;;10002;0.0
0;11500;INTARIAN_PEPPER_ROOT;12005;10;12002;31;;;12018;10;12021;31;;;12012;0.0
0;11600;ASH_COATED_OSMIUM;9994;14;;;;;10010;14;10013;38;;;10002;0.0
0;11600;INTARIAN_PEPPER_ROOT;12005;15;12002;29;;;12018;15;12021;29;;;12012;0.0
0;11700;ASH_COATED_OSMIUM;9994;19;;;;;10013;28;;;;;10004;0.0
0;11700;INTARIAN_PEPPER_ROOT;12005;12;;;;;12021;21;;;;;12013;0.0
0;11800;ASH_COATED_OSMIUM;9994;18;9991;31;;;10010;18;10012;31;;;10002;0.0
0;11800;INTARIAN_PEPPER_ROOT;12005;10;12002;21;;;12018;10;12021;21;;;12012;0.0
0;11900;ASH_COATED_OSMIUM;9994;14;9992;25;;;10010;14;;;;;10002;0.0
0;11900;INTARIAN_PEPPER_ROOT;12005;12;12002;25;;;12021;25;;;;;12013;0.0
0;12000;ASH_COATED_OSMIUM;9994;12;9992;28;;;10010;12;10013;28;;;10002;0.0
0;12000;INTARIAN_PEPPER_ROOT;12005;12;12002;31;;;12019;12;;;;;12012;0.0
0;12100;INTARIAN_PEPPER_ROOT;12006;15;12003;30;;;12019;15;12022;30;;;12012;0.0
0;12100;ASH_COATED_OSMIUM;9994;18;9992;30;;;10010;18;;;;;10002;0.0
0;12200;INTARIAN_PEPPER_ROOT;12006;12;12003;28;;;12019;12;12022;28;;;12012;0.0
0;12200;ASH_COATED_OSMIUM;9994;16;9992;30;;;10013;30;;;;;10004;0.0
0;12300;INTARIAN_PEPPER_ROOT;;;;;;;12019;14;;;;;12019;0.0
0;12300;ASH_COATED_OSMIUM;9994;14;;;;;10010;14;10013;25;;;10002;0.0
0;12400;INTARIAN_PEPPER_ROOT;12003;31;;;;;12022;31;;;;;12012;0.0
0;12400;ASH_COATED_OSMIUM;9995;18;9992;35;;;10013;35;;;;;10004;0.0
0;12500;ASH_COATED_OSMIUM;9995;19;9992;28;;;10013;28;;;;;10004;0.0
0;12500;INTARIAN_PEPPER_ROOT;12006;10;;;;;12019;10;12022;20;;;12012;0.0
0;12600;INTARIAN_PEPPER_ROOT;12006;12;12003;22;;;12008;4;12019;12;12022;22;12007;0.0
0;12600;ASH_COATED_OSMIUM;9995;14;9992;35;;;10011;14;10013;35;;;10003;0.0
0;12700;ASH_COATED_OSMIUM;9995;19;9992;29;;;10011;19;10013;29;;;10003;0.0
0;12700;INTARIAN_PEPPER_ROOT;12003;25;;;;;12019;14;;;;;12011;0.0
0;12800;INTARIAN_PEPPER_ROOT;12006;14;12003;24;;;;;;;;;12006;0.0
0;12800;ASH_COATED_OSMIUM;9994;19;9992;29;;;10013;29;;;;;10004;0.0
0;12900;ASH_COATED_OSMIUM;9995;18;9992;36;;;10011;18;10013;36;;;10003;0.0
0;12900;INTARIAN_PEPPER_ROOT;12006;12;;;;;12019;12;12022;25;;;12012;0.0
0;13000;INTARIAN_PEPPER_ROOT;12006;14;12003;25;;;12020;14;12023;25;;;12013;0.0
0;13000;ASH_COATED_OSMIUM;9995;16;;;;;10011;16;;;;;10003;0.0
0;13100;ASH_COATED_OSMIUM;9995;19;9993;30;;;10011;19;10014;30;;;10003;0.0
0;13100;INTARIAN_PEPPER_ROOT;12007;15;12004;20;;;12020;15;;;;;12014;0.0
0;13200;INTARIAN_PEPPER_ROOT;12007;15;12004;25;;;12020;15;;;;;12014;0.0
0;13200;ASH_COATED_OSMIUM;9996;15;;;;;10012;15;10014;25;;;10004;0.0
0;13300;ASH_COATED_OSMIUM;9995;19;9993;36;;;;;;;;;9995;0.0
0;13300;INTARIAN_PEPPER_ROOT;12007;15;;;;;12020;15;12023;31;;;12014;0.0
0;13400;INTARIAN_PEPPER_ROOT;12007;10;12004;30;;;12020;10;12023;30;;;12014;0.0
0;13400;ASH_COATED_OSMIUM;9995;15;9992;36;;;10011;15;10013;36;;;10003;0.0
0;13500;ASH_COATED_OSMIUM;9995;19;9993;26;;;10011;19;;;;;10003;0.0
0;13500;INTARIAN_PEPPER_ROOT;12004;26;;;;;12020;11;12023;26;;;12012;0.0
0;13600;INTARIAN_PEPPER_ROOT;12007;15;;;;;12020;15;12023;28;;;12014;0.0
0;13600;ASH_COATED_OSMIUM;9995;14;;;;;10011;14;10013;38;;;10003;0.0
0;13700;ASH_COATED_OSMIUM;9995;12;9993;36;;;10011;12;10014;36;;;10003;0.0
