day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;1100;ASH_COATED_OSMIUM;9985;16;9983;35;;;10004;35;;;;;9994;0.0
-1;1200;INTARIAN_PEPPER_ROOT;10992;28;;;;;11010;28;;;;;11001;0.0
-1;1200;ASH_COATED_OSMIUM;9983;35;;;;;10001;15;10004;35;;;9992;0.0
-1;1300;ASH_COATED_OSMIUM;9985;16;9983;29;;;10004;29;;;;;9994;0.0
-1;1300;INTARIAN_PEPPER_ROOT;10995;15;;;;;11007;15;11010;20;;;11001;0.0
-1;1400;ASH_COATED_OSMIUM;9985;12;9983;30;;;10001;12;10004;30;;;9993;0.0
-1;1400;INTARIAN_PEPPER_ROOT;10995;12;10993;21;;;11007;12;;;;;11001;0.0
-1;1500;INTARIAN_PEPPER_ROOT;10995;14;10993;20;;;11007;14;11010;20;;;11001;0.0
-1;1500;ASH_COATED_OSMIUM;9985;15;9983;36;;;9991;5;10001;15;10004;36;9988;0.0
-1;1600;INTARIAN_PEPPER_ROOT;10996;10;10993;29;;;11008;10;11010;29;;;11002;0.0
-1;1600;ASH_COATED_OSMIUM;9985;18;9983;29;;;10004;29;;;;;9994;0.0
-1;1700;ASH_COATED_OSMIUM;9983;30;;;;;10001;16;;;;;9992;0.0
-1;1700;INTARIAN_PEPPER_ROOT;10993;19;;;;;11010;19;;;;;11002;0.0
-1;1800;ASH_COATED_OSMIUM;9986;16;9983;35;;;9995;5;10004;35;;;9990;0.0
-1;1800;INTARIAN_PEPPER_ROOT;10996;11;10993;20;;;11008;11;11011;20;;;11002;0.0
-1;1900;INTARIAN_PEPPER_ROOT;10996;12;;;;;11008;12;11011;31;;;11002;0.0
-1;1900;ASH_COATED_OSMIUM;;;;;;;10001;19;10004;30;;;10001;0.0
-1;2000;INTARIAN_PEPPER_ROOT;10996;15;10993;28;;;11008;15;11011;28;;;11002;0.0
-1;2000;ASH_COATED_OSMIUM;9985;16;;;;;10001;16;10004;28;;;9993;0.0
-1;2100;ASH_COATED_OSMIUM;9985;15;9983;31;;;10001;15;10004;31;;;9993;0.0
-1;2100;INTARIAN_PEPPER_ROOT;10996;10;10993;19;;;11008;10;;;;;11002;0.0
-1;2200;INTARIAN_PEPPER_ROOT;10996;15;10993;29;;;11008;15;;;;;11002;0.0
-1;2200;ASH_COATED_OSMIUM;9985;12;;;;;10001;12;10004;36;;;9993;0.0
-1;2300;INTARIAN_PEPPER_ROOT;10996;11;10994;31;;;11008;11;;;;;11002;0.0
-1;2300;ASH_COATED_OSMIUM;9985;18;9982;25;;;10001;18;10003;25;;;9993;0.0
-1;2400;INTARIAN_PEPPER_ROOT;10996;10;;;;;11008;10;11011;28;;;11002;0.0
-1;2400;ASH_COATED_OSMIUM;9984;12;9982;31;;;10003;31;;;;;9994;0.0
-1;2500;INTARIAN_PEPPER_ROOT;10996;12;;;;;11009;12;11011;19;;;11002;0.0
-1;2500;ASH_COATED_OSMIUM;9982;34;;;;;10000;18;10003;34;;;9991;0.0
-1;2600;INTARIAN_PEPPER_ROOT;10997;10;10994;31;;;11009;10;;;;;11003;0.0
-1;2600;ASH_COATED_OSMIUM;9984;16;;;;;10000;16;10003;25;;;9992;0.0
-1;2700;INTARIAN_PEPPER_ROOT;10997;14;10994;24;;;10999;10;11011;24;;;10998;0.0
-1;2700;ASH_COATED_OSMIUM;;;;;;;10003;36;;;;;10003;0.0
-1;2800;INTARIAN_PEPPER_ROOT;10997;15;;;;;11009;15;11012;31;;;11003;0.0
-1;2800;ASH_COATED_OSMIUM;9985;14;9983;28;;;10001;14;10004;28;;;9993;0.0
-1;2900;INTARIAN_PEPPER_ROOT;11006;10;10994;31;;;11009;15;11012;31;;;11008;0.0
-1;2900;ASH_COATED_OSMIUM;9983;26;;;;;10001;19;10004;26;;;9992;0.0
-1;3000;INTARIAN_PEPPER_ROOT;10994;26;;;;;11009;11;;;;;11002;0.0
-1;3000;ASH_COATED_OSMIUM;9986;16;9983;34;;;10002;16;10004;34;;;9994;0.0
-1;3100;INTARIAN_PEPPER_ROOT;10997;14;10994;26;;;11009;14;;;;;11003;0.0
-1;3100;ASH_COATED_OSMIUM;9986;12;;;;;10004;31;;;;;9995;0.0
-1;3200;INTARIAN_PEPPER_ROOT;10997;11;10994;31;;;11009;11;11012;31;;;11003;0.0
-1;3200;ASH_COATED_OSMIUM;9985;15;9983;35;;;10001;15;;;;;9993;0.0
-1;3300;INTARIAN_PEPPER_ROOT;10997;12;;;;;11009;12;11012;21;;;11003;0.0
-1;3300;ASH_COATED_OSMIUM;9985;15;9983;32;;;;;;;;;9985;0.0
-1;3400;INTARIAN_PEPPER_ROOT;10997;15;10995;30;;;11009;15;11012;30;;;11003;0.0
-1;3400;ASH_COATED_OSMIUM;9985;14;9983;31;;;10001;14;10004;31;;;9993;0.0
-1;3500;INTARIAN_PEPPER_ROOT;10997;14;;;;;11010;14;11012;31;;;11004;0.0
-1;3500;ASH_COATED_OSMIUM;9985;12;;;;;10001;12;;;;;9993;0.0
-1;3600;INTARIAN_PEPPER_ROOT;10998;12;;;;;;;;;;;10998;0.0
-1;3600;ASH_COATED_OSMIUM;9985;12;9983;38;;;10001;12;10004;38;;;9993;0.0
-1;3700;ASH_COATED_OSMIUM;9985;19;9983;30;;;10001;19;10004;30;;;9993;0.0
-1;3700;INTARIAN_PEPPER_ROOT;10998;10;10995;31;;;11010;10;11012;31;;;11004;0.0
-1;3800;INTARIAN_PEPPER_ROOT;10998;12;;;;;11010;12;11013;24;;;11004;0.0
-1;3800;ASH_COATED_OSMIUM;9991;6;9985;16;9983;36;10004;36;;;;;9998;0.0
-1;3900;ASH_COATED_OSMIUM;9985;16;9983;32;;;10001;16;10004;32;;;9993;0.0
-1;3900;INTARIAN_PEPPER_ROOT;10998;11;10995;31;;;11010;11;11013;31;;;11004;0.0
-1;4000;INTARIAN_PEPPER_ROOT;10998;15;10995;29;;;11010;15;;;;;11004;0.0
-1;4000;ASH_COATED_OSMIUM;9986;19;9983;38;;;10004;38;;;;;9995;0.0
-1;4100;ASH_COATED_OSMIUM;9991;4;9983;31;;;10001;18;10004;31;;;9996;0.0
-1;4100;INTARIAN_PEPPER_ROOT;10998;10;10995;31;;;11010;10;;;;;11004;0.0
-1;4200;INTARIAN_PEPPER_ROOT;10998;12;10995;24;;;11013;24;;;;;11006;0.0
-1;4200;ASH_COATED_OSMIUM;9986;12;;;;;10002;12;10004;32;;;9994;0.0
-1;4300;ASH_COATED_OSMIUM;9986;15;;;;;10002;15;10004;30;;;9994;0.0
-1;4300;INTARIAN_PEPPER_ROOT;10998;14;10996;31;;;11010;14;11013;31;;;11004;0.0
-1;4400;INTARIAN_PEPPER_ROOT;10998;12;10996;28;;;11010;12;11013;28;;;11004;0.0
-1;4400;ASH_COATED_OSMIUM;9986;12;9983;28;;;10002;12;10004;28;;;9994;0.0
-1;4500;ASH_COATED_OSMIUM;;;;;;;10005;32;;;;;10005;0.0
-1;4500;INTARIAN_PEPPER_ROOT;10998;14;10996;19;;;11013;19;;;;;11006;0.0
-1;4600;INTARIAN_PEPPER_ROOT;10996;28;;;;;11011;11;11013;28;;;11004;0.0
-1;4600;ASH_COATED_OSMIUM;9986;19;;;;;10002;19;10004;26;;;9994;0.0
-1;4700;ASH_COATED_OSMIUM;9985;18;9983;34;;;10001;18;10004;34;;;9993;0.0
-1;4700;INTARIAN_PEPPER_ROOT;10999;15;10996;19;;;11011;15;11013;19;;;11005;0.0
-1;4800;INTARIAN_PEPPER_ROOT;10999;14;10996;26;;;11007;9;;;;;11003;0.0
-1;4800;ASH_COATED_OSMIUM;9985;12;9983;35;;;10001;12;;;;;9993;0.0
-1;4900;ASH_COATED_OSMIUM;9983;34;;;;;10002;19;;;;;9992;0.0
-1;4900;INTARIAN_PEPPER_ROOT;10999;15;10996;20;;;11011;15;11014;20;;;11005;0.0
-1;5000;INTARIAN_PEPPER_ROOT;10996;29;;;;;11011;12;11014;29;;;11004;0.0
-1;5000;ASH_COATED_OSMIUM;9986;15;;;;;10002;15;10004;36;;;9994;0.0
-1;5100;ASH_COATED_OSMIUM;9986;14;9983;30;;;10002;14;10004;30;;;9994;0.0
-1;5100;INTARIAN_PEPPER_ROOT;10999;14;10996;31;;;11011;14;11014;31;;;11005;0.0
-1;5200;INTARIAN_PEPPER_ROOT;;;;;;;11014;24;;;;;11014;0.0
-1;5200;ASH_COATED_OSMIUM;9986;19;;;;;10002;19;;;;;9994;0.0
-1;5300;ASH_COATED_OSMIUM;9986;19;9984;26;;;10002;19;10005;26;;;9994;0.0
-1;5300;INTARIAN_PEPPER_ROOT;10999;10;;;;;11011;10;11014;26;;;11005;0.0
-1;5400;INTARIAN_PEPPER_ROOT;10999;10;10997;20;;;11011;10;11014;20;;;11005;0.0
-1;5400;ASH_COATED_OSMIUM;9987;18;9984;25;;;10005;25;;;;;9996;0.0
-1;5500;ASH_COATED_OSMIUM;9987;16;9984;35;;;10003;16;10005;35;;;9995;0.0
-1;5500;INTARIAN_PEPPER_ROOT;10997;30;;;;;11012;12;11014;30;;;11004;0.0
-1;5600;INTARIAN_PEPPER_ROOT;11000;14;;;;;11012;14;;;;;11006;0.0
-1;5600;ASH_COATED_OSMIUM;9987;18;9984;26;;;10003;18;10005;26;;;9995;0.0
-1;5700;ASH_COATED_OSMIUM;9987;15;9984;36;;;10003;15;10005;36;;;9995;0.0
-1;5700;INTARIAN_PEPPER_ROOT;11000;10;10997;24;;;11002;6;11012;10;;;11001;0.0
-1;5800;INTARIAN_PEPPER_ROOT;11000;14;10997;28;;;;;;;;;11000;0.0
-1;5800;ASH_COATED_OSMIUM;9984;35;;;;;10002;12;;;;;9993;0.0
-1;5900;ASH_COATED_OSMIUM;9986;19;9984;36;;;10002;19;10005;36;;;9994;0.0
-1;5900;INTARIAN_PEPPER_ROOT;11000;12;;;;;11015;29;;;;;11008;0.0
-1;6000;INTARIAN_PEPPER_ROOT;11000;14;10997;24;;;11012;14;11015;24;;;11006;0.0
-1;6000;ASH_COATED_OSMIUM;9986;19;9984;38;;;10005;38;;;;;9996;0.0
-1;6100;ASH_COATED_OSMIUM;9986;14;9984;35;;;;;;;;;9986;0.0
-1;6100;INTARIAN_PEPPER_ROOT;11000;11;10997;28;;;11012;11;11015;28;;;11006;0.0
-1;6200;INTARIAN_PEPPER_ROOT;10997;19;;;;;11012;12;;;;;11004;0.0
-1;6200;ASH_COATED_OSMIUM;9986;14;;;;;10002;14;10005;25;;;9994;0.0
-1;6300;ASH_COATED_OSMIUM;9986;15;9984;28;;;10002;15;10005;28;;;9994;0.0
-1;6300;INTARIAN_PEPPER_ROOT;11000;14;;;;;11012;14;11015;30;;;11006;0.0
-1;6400;INTARIAN_PEPPER_ROOT;11000;11;;;;;11012;11;11015;28;;;11006;0.0
-1;6400;ASH_COATED_OSMIUM;9986;18;9984;29;;;10002;18;10005;29;;;9994;0.0
-1;6500;ASH_COATED_OSMIUM;9986;16;9984;30;;;10002;16;;;;;9994;0.0
-1;6500;INTARIAN_PEPPER_ROOT;11000;12;;;;;11013;12;11015;28;;;11006;0.0
-1;6600;INTARIAN_PEPPER_ROOT;10998;29;;;;;11013;15;11015;29;;;11006;0.0
-1;6600;ASH_COATED_OSMIUM;9987;19;9985;31;;;10003;19;10006;31;;;9995;0.0
-1;6700;INTARIAN_PEPPER_ROOT;11001;10;10998;28;;;11013;10;11015;28;;;11007;0.0
-1;6700;ASH_COATED_OSMIUM;9987;16;9985;36;;;10003;16;10006;36;;;9995;0.0
-1;6800;INTARIAN_PEPPER_ROOT;10998;20;;;;;11013;15;11016;20;;;11006;0.0
-1;6800;ASH_COATED_OSMIUM;9987;12;9984;38;;;10003;12;10005;38;;;9995;0.0
-1;6900;INTARIAN_PEPPER_ROOT;11001;11;10998;24;;;;;;;;;11001;0.0
-1;6900;ASH_COATED_OSMIUM;9992;6;9987;15;;;10003;15;10005;28;;;9998;0.0
-1;7000;INTARIAN_PEPPER_ROOT;11001;11;10998;30;;;11013;11;11016;30;;;11007;0.0
-1;7000;ASH_COATED_OSMIUM;9987;14;9984;28;;;10005;28;;;;;9996;0.0
-1;7100;INTARIAN_PEPPER_ROOT;11001;15;10998;19;;;11013;15;11016;19;;;11007;0.0
-1;7100;ASH_COATED_OSMIUM;9987;19;9984;31;;;10003;19;10005;31;;;9995;0.0
-1;7200;INTARIAN_PEPPER_ROOT;11001;11;;;;;11013;11;11016;29;;;11007;0.0
-1;7200;ASH_COATED_OSMIUM;9992;2;9987;14;9984;25;;;;;;;9992;0.0
-1;7300;INTARIAN_PEPPER_ROOT;11001;11;;;;;;;;;;;11001;0.0
-1;7300;ASH_COATED_OSMIUM;9987;14;;;;;;;;;;;9987;0.0
-1;7400;INTARIAN_PEPPER_ROOT;11001;12;10999;29;;;;;;;;;11001;0.0
-1;7400;ASH_COATED_OSMIUM;9988;19;9985;32;;;10004;19;10006;32;;;9996;0.0
-1;7500;INTARIAN_PEPPER_ROOT;10999;25;;;;;11014;11;11016;25;;;11006;0.0
-1;7500;ASH_COATED_OSMIUM;9987;18;;;;;;;;;;;9987;0.0
-1;7600;INTARIAN_PEPPER_ROOT;;;;;;;11014;11;;;;;11014;0.0
-1;7600;ASH_COATED_OSMIUM;9987;18;9985;38;;;9993;6;10003;18;;;9990;0.0
-1;7700;INTARIAN_PEPPER_ROOT;10999;25;;;;;11014;10;11016;25;;;11006;0.0
-1;7700;ASH_COATED_OSMIUM;9987;12;9984;31;;;10003;12;10005;31;;;9995;0.0
-1;7800;INTARIAN_PEPPER_ROOT;10999;21;;;;;11014;15;;;;;11006;0.0
-1;7800;ASH_COATED_OSMIUM;9987;14;9985;28;;;10003;14;10006;28;;;9995;0.0
-1;7900;INTARIAN_PEPPER_ROOT;11002;15;10999;29;;;11014;15;11017;29;;;11008;0.0
-1;7900;ASH_COATED_OSMIUM;9987;16;9984;29;;;10005;29;;;;;9996;0.0
-1;8000;INTARIAN_PEPPER_ROOT;11002;10;10999;30;;;11017;30;;;;;11010;0.0
-1;8000;ASH_COATED_OSMIUM;9986;19;9984;28;;;10002;19;10005;28;;;9994;0.0
-1;8100;INTARIAN_PEPPER_ROOT;11002;11;10999;22;;;11014;11;11017;22;;;11008;0.0
-1;8100;ASH_COATED_OSMIUM;9986;12;9984;38;;;10002;12;;;;;9994;0.0
-1;8200;INTARIAN_PEPPER_ROOT;10999;24;;;;;11017;24;;;;;11008;0.0
-1;8200;ASH_COATED_OSMIUM;9986;15;9984;30;;;10002;15;;;;;9994;0.0
-1;8300;ASH_COATED_OSMIUM;9984;29;;;;;10003;19;10005;29;;;9994;0.0
-1;8300;INTARIAN_PEPPER_ROOT;11002;10;;;;;11014;10;11017;30;;;11008;0.0
-1;8400;ASH_COATED_OSMIUM;9987;16;9984;29;;;;;;;;;9987;0.0
-1;8400;INTARIAN_PEPPER_ROOT;11000;30;;;;;11017;30;;;;;11008;0.0
-1;8500;INTARIAN_PEPPER_ROOT;11002;12;11000;24;;;11015;12;11017;24;;;11008;0.0
-1;8500;ASH_COATED_OSMIUM;9987;18;;;;;10003;18;10006;26;;;9995;0.0
-1;8600;INTARIAN_PEPPER_ROOT;11003;12;;;;;11015;12;11017;28;;;11009;0.0
-1;8600;ASH_COATED_OSMIUM;9987;16;9985;30;;;10003;16;10005;30;;;9995;0.0
-1;8700;ASH_COATED_OSMIUM;9987;14;;;;;10003;14;;;;;9995;0.0
-1;8700;INTARIAN_PEPPER_ROOT;11003;11;11000;21;;;11015;11;11017;21;;;11009;0.0
-1;8800;ASH_COATED_OSMIUM;9988;19;9985;28;;;10004;19;10006;28;;;9996;0.0
-1;8800;INTARIAN_PEPPER_ROOT;11000;29;;;;;11015;12;;;;;11008;0.0
-1;8900;INTARIAN_PEPPER_ROOT;11003;10;;;;;11015;10;11018;30;;;11009;0.0
-1;8900;ASH_COATED_OSMIUM;9987;14;;;;;9997;6;10003;14;10006;34;9992;0.0
-1;9000;INTARIAN_PEPPER_ROOT;11000;28;;;;;11018;28;;;;;11009;0.0
-1;9000;ASH_COATED_OSMIUM;9985;25;;;;;10004;18;10006;25;;;9994;0.0
-1;9100;ASH_COATED_OSMIUM;9994;5;9988;15;9986;31;10004;15;10007;31;;;9999;0.0
-1;9100;INTARIAN_PEPPER_ROOT;11000;25;;;;;11018;25;;;;;11009;0.0
-1;9200;ASH_COATED_OSMIUM;9986;26;;;;;10004;15;10007;26;;;9995;0.0
-1;9200;INTARIAN_PEPPER_ROOT;11003;15;11000;19;;;11015;15;11018;19;;;11009;0.0
-1;9300;INTARIAN_PEPPER_ROOT;11001;29;;;;;11015;14;11018;29;;;11008;0.0
-1;9300;ASH_COATED_OSMIUM;9988;15;9985;29;;;10004;15;10006;29;;;9996;0.0
-1;9400;INTARIAN_PEPPER_ROOT;11001;30;;;;;11015;14;11018;30;;;11008;0.0
-1;9400;ASH_COATED_OSMIUM;9988;12;9986;38;;;9994;12;10004;12;10007;38;9991;0.0
-1;9500;ASH_COATED_OSMIUM;9988;18;9986;34;;;10004;18;10007;34;;;9996;0.0
-1;9500;INTARIAN_PEPPER_ROOT;11003;14;11001;25;;;11018;25;;;;;11010;0.0
-1;9600;ASH_COATED_OSMIUM;9989;12;9986;38;;;10005;12;10007;38;;;9997;0.0
-1;9600;INTARIAN_PEPPER_ROOT;;;;;;;11016;15;11018;25;;;11016;0.0
-1;9700;INTARIAN_PEPPER_ROOT;11004;12;11001;29;;;;;;;;;11004;0.0
-1;9700;ASH_COATED_OSMIUM;9989;19;9986;32;;;10007;32;;;;;9998;0.0
-1;9800;INTARIAN_PEPPER_ROOT;11004;14;11001;20;;;11016;14;11019;20;;;11010;0.0
-1;9800;ASH_COATED_OSMIUM;9988;16;9986;36;;;10004;16;10007;36;;;9996;0.0
-1;9900;ASH_COATED_OSMIUM;9989;14;9986;36;;;10005;14;10007;36;;;9997;0.0
-1;9900;INTARIAN_PEPPER_ROOT;11004;15;11001;21;;;11016;15;;;;;11010;0.0
-1;10000;ASH_COATED_OSMIUM;9988;16;9986;29;;;10007;29;;;;;9998;0.0
-1;10000;INTARIAN_PEPPER_ROOT;11001;22;;;;;11016;15;11019;22;;;11008;0.0
-1;10100;INTARIAN_PEPPER_ROOT;11004;15;11001;19;;;11016;15;11019;19;;;11010;0.0
-1;10100;ASH_COATED_OSMIUM;9988;12;9986;28;;;;;;;;;9988;0.0
-1;10200;INTARIAN_PEPPER_ROOT;11001;25;;;;;11019;25;;;;;11010;0.0
-1;10200;ASH_COATED_OSMIUM;9986;29;;;;;10004;14;10007;29;;;9995;0.0
-1;10300;ASH_COATED_OSMIUM;9986;26;;;;;10004;15;10007;26;;;9995;0.0
-1;10300;INTARIAN_PEPPER_ROOT;11004;11;11002;19;;;11019;19;;;;;11012;0.0
-1;10400;ASH_COATED_OSMIUM;9986;26;;;;;10005;15;10007;26;;;9996;0.0
-1;10400;INTARIAN_PEPPER_ROOT;11004;10;11002;29;;;11016;10;11019;29;;;11010;0.0
-1;10500;INTARIAN_PEPPER_ROOT;11002;24;;;;;11017;11;11019;24;;;11010;0.0
-1;10500;ASH_COATED_OSMIUM;;;;;;;10004;14;10007;36;;;10004;0.0
-1;10600;INTARIAN_PEPPER_ROOT;11002;20;;;;;11017;15;11019;20;;;11010;0.0
-1;10600;ASH_COATED_OSMIUM;9989;14;9987;32;;;10005;14;;;;;9997;0.0
-1;10700;ASH_COATED_OSMIUM;9998;6;9986;26;;;;;;;;;9998;0.0
-1;10700;INTARIAN_PEPPER_ROOT;11014;5;11005;15;11002;28;11017;15;11019;28;;;11016;0.0
-1;10800;ASH_COATED_OSMIUM;9988;15;9986;29;;;10004;15;10007;29;;;9996;0.0
-1;10800;INTARIAN_PEPPER_ROOT;11002;25;;;;;11017;11;11020;25;;;11010;0.0
-1;10900;INTARIAN_PEPPER_ROOT;11005;11;11002;22;;;11017;11;11020;22;;;11011;0.0
-1;10900;ASH_COATED_OSMIUM;9988;16;;;;;10004;16;10007;38;;;9996;0.0
-1;11000;INTARIAN_PEPPER_ROOT;11005;11;11002;20;;;11020;20;;;;;11012;0.0
-1;11000;ASH_COATED_OSMIUM;9988;14;9986;30;;;9998;6;10004;14;10007;30;9993;0.0
-1;11100;INTARIAN_PEPPER_ROOT;11002;28;;;;;11017;11;;;;;11010;0.0
-1;11100;ASH_COATED_OSMIUM;;;;;;;10004;18;10007;31;;;10004;0.0
-1;11200;INTARIAN_PEPPER_ROOT;11002;30;;;;;11017;10;;;;;11010;0.0
-1;11200;ASH_COATED_OSMIUM;9989;12;9986;32;;;;;;;;;9989;0.0
-1;11300;INTARIAN_PEPPER_ROOT;11005;12;11003;22;;;11017;12;11020;22;;;11011;0.0
-1;11300;ASH_COATED_OSMIUM;9989;15;9986;36;;;10005;15;10007;36;;;9997;0.0
-1;11400;INTARIAN_PEPPER_ROOT;11005;14;11003;22;;;11017;14;;;;;11011;0.0
-1;11400;ASH_COATED_OSMIUM;9989;19;9986;28;;;10005;19;10007;28;;;9997;0.0
-1;11500;INTARIAN_PEPPER_ROOT;11003;31;;;;;11020;31;;;;;11012;0.0
-1;11500;ASH_COATED_OSMIUM;9989;19;9986;34;;;10007;34;;;;;9998;0.0
-1;11600;INTARIAN_PEPPER_ROOT;11006;15;11003;29;;;11018;15;11020;29;;;11012;0.0
-1;11600;ASH_COATED_OSMIUM;9987;38;;;;;10008;38;;;;;9998;0.0
-1;11700;INTARIAN_PEPPER_ROOT;11006;12;11003;21;;;11018;12;11020;21;;;11012;0.0
-1;11700;ASH_COATED_OSMIUM;9989;19;9987;28;;;10005;19;;;;;9997;0.0
-1;11800;INTARIAN_PEPPER_ROOT;11006;10;11003;21;;;11018;10;11021;21;;;11012;0.0
-1;11800;ASH_COATED_OSMIUM;9989;18;;;;;10005;18;10008;31;;;9997;0.0
-1;11900;INTARIAN_PEPPER_ROOT;11006;12;11003;25;;;11018;12;11021;25;;;11012;0.0
-1;11900;ASH_COATED_OSMIUM;9989;14;9986;25;;;10005;14;10007;25;;;9997;0.0
-1;12000;INTARIAN_PEPPER_ROOT;11006;12;11003;31;;;11018;12;11021;31;;;11012;0.0
-1;12000;ASH_COATED_OSMIUM;9989;12;9987;28;;;10005;12;10008;28;;;9997;0.0
-1;12100;INTARIAN_PEPPER_ROOT;11006;15;11003;30;;;11018;15;11021;30;;;11012;0.0
-1;12100;ASH_COATED_OSMIUM;9989;18;9987;30;;;10008;30;;;;;9998;0.0
-1;12200;INTARIAN_PEPPER_ROOT;11006;12;11003;28;;;11018;12;;;;;11012;0.0
-1;12200;ASH_COATED_OSMIUM;9989;16;;;;;10005;16;10007;30;;;9997;0.0
-1;12300;INTARIAN_PEPPER_ROOT;11006;14;11004;29;;;11018;14;11021;29;;;11012;0.0
-1;12300;ASH_COATED_OSMIUM;9989;14;9986;25;;;;;;;;;9989;0.0
-1;12400;INTARIAN_PEPPER_ROOT;11006;15;11004;31;;;;;;;;;11006;0.0
-1;12400;ASH_COATED_OSMIUM;9989;18;9987;35;;;10005;18;10008;35;;;9997;0.0
-1;12500;INTARIAN_PEPPER_ROOT;11006;10;11004;20;;;11019;10;11021;20;;;11012;0.0
-1;12500;ASH_COATED_OSMIUM;9989;19;9986;28;;;10005;19;10007;28;;;9997;0.0
-1;12600;INTARIAN_PEPPER_ROOT;11007;12;11004;22;;;11009;4;11019;12;11021;22;11008;0.0
-1;12600;ASH_COATED_OSMIUM;9989;14;9987;35;;;10005;14;10008;35;;;9997;0.0
-1;12700;ASH_COATED_OSMIUM;9986;29;;;;;10005;19;;;;;9996;0.0
-1;12700;INTARIAN_PEPPER_ROOT;11004;25;;;;;11019;14;11021;25;;;11012;0.0
-1;12800;INTARIAN_PEPPER_ROOT;11007;14;11004;24;;;11019;14;11022;24;;;11013;0.0
-1;12800;ASH_COATED_OSMIUM;9987;29;;;;;10005;19;10008;29;;;9996;0.0
-1;12900;ASH_COATED_OSMIUM;9989;18;;;;;10005;18;10007;36;;;9997;0.0
-1;12900;INTARIAN_PEPPER_ROOT;11004;25;;;;;11019;12;11022;25;;;11012;0.0
-1;13000;INTARIAN_PEPPER_ROOT;11007;14;11004;25;;;11019;14;11022;25;;;11013;0.0
-1;13000;ASH_COATED_OSMIUM;9989;16;9986;31;;;10005;16;10007;31;;;9997;0.0
-1;13100;ASH_COATED_OSMIUM;9989;19;9986;30;;;10007;30;;;;;9998;0.0
-1;13100;INTARIAN_PEPPER_ROOT;11007;15;11004;20;;;11022;20;;;;;11014;0.0
-1;13200;INTARIAN_PEPPER_ROOT;11007;15;11004;25;;;11019;15;11022;25;;;11013;0.0
-1;13200;ASH_COATED_OSMIUM;9987;25;;;;;10005;15;10008;25;;;9996;0.0
-1;13300;ASH_COATED_OSMIUM;9989;19;9987;36;;;10005;19;10008;36;;;9997;0.0
-1;13300;INTARIAN_PEPPER_ROOT;11007;15;11005;31;;;11019;15;11022;31;;;11013;0.0
-1;13400;INTARIAN_PEPPER_ROOT;11007;10;11005;30;;;11019;10;;;;;11013;0.0
-1;13400;ASH_COATED_OSMIUM;9989;15;9987;36;;;10005;15;10008;36;;;9997;0.0
