day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;1700;ASH_COATED_OSMIUM;10001;16;9999;30;;;10018;16;;;;;10010;0.0
1;1800;ASH_COATED_OSMIUM;10001;16;9999;35;;;10011;5;10017;16;10020;35;10006;0.0
1;1800;INTARIAN_PEPPER_ROOT;12995;11;12992;20;;;13009;11;13012;20;;;13002;0.0
1;1900;INTARIAN_PEPPER_ROOT;12995;12;12992;31;;;13009;12;13012;31;;;13002;0.0
1;1900;ASH_COATED_OSMIUM;10002;19;9999;30;;;10018;19;10020;30;;;10010;0.0
1;2000;INTARIAN_PEPPER_ROOT;12995;15;;;;;13009;15;13012;28;;;13002;0.0
1;2000;ASH_COATED_OSMIUM;10002;16;10000;28;;;10018;16;10021;28;;;10010;0.0
1;2100;INTARIAN_PEPPER_ROOT;12995;10;;;;;13009;10;13012;19;;;13002;0.0
1;2100;ASH_COATED_OSMIUM;10003;15;10000;31;;;10019;15;;;;;10011;0.0
1;2200;INTARIAN_PEPPER_ROOT;12995;15;12992;29;;;13009;15;13012;29;;;13002;0.0
1;2200;ASH_COATED_OSMIUM;10003;12;10000;36;;;10019;12;10021;36;;;10011;0.0
1;2300;ASH_COATED_OSMIUM;10003;18;10000;25;;;10019;18;10021;25;;;10011;0.0
1;2300;INTARIAN_PEPPER_ROOT;12995;11;;;;;13013;31;;;;;13004;0.0
1;2400;INTARIAN_PEPPER_ROOT;12995;10;12992;28;;;13013;28;;;;;13004;0.0
1;2400;ASH_COATED_OSMIUM;10002;12;10000;31;;;10021;31;;;;;10012;0.0
1;2500;INTARIAN_PEPPER_ROOT;12995;12;12992;19;;;;;;;;;12995;0.0
1;2500;ASH_COATED_OSMIUM;10002;18;10000;34;;;10018;18;10021;34;;;10010;0.0
1;2600;INTARIAN_PEPPER_ROOT;12996;10;12992;31;;;13010;10;13013;31;;;13003;0.0
1;2600;ASH_COATED_OSMIUM;9999;25;;;;;10018;16;10020;25;;;10008;0.0
1;2700;ASH_COATED_OSMIUM;10002;18;9999;36;;;10018;18;10020;36;;;10010;0.0
1;2700;INTARIAN_PEPPER_ROOT;12996;14;12992;24;;;12998;10;13010;14;13013;24;12997;0.0
1;2800;INTARIAN_PEPPER_ROOT;12996;15;;;;;13010;15;13013;31;;;13003;0.0
1;2800;ASH_COATED_OSMIUM;10002;14;9999;28;;;10020;28;;;;;10011;0.0
1;2900;INTARIAN_PEPPER_ROOT;13006;10;12996;15;12993;31;13010;15;13013;31;;;13008;0.0
1;2900;ASH_COATED_OSMIUM;10001;19;9999;26;;;10020;26;;;;;10010;0.0
1;3000;INTARIAN_PEPPER_ROOT;12996;11;12993;26;;;13013;26;;;;;13004;0.0
1;3000;ASH_COATED_OSMIUM;10002;16;9999;34;;;10018;16;10020;34;;;10010;0.0
1;3100;ASH_COATED_OSMIUM;10001;12;;;;;10017;12;10020;31;;;10009;0.0
1;3100;INTARIAN_PEPPER_ROOT;12996;14;12993;26;;;13010;14;;;;;13003;0.0
1;3200;INTARIAN_PEPPER_ROOT;12996;11;12993;31;;;13010;11;13013;31;;;13003;0.0
1;3200;ASH_COATED_OSMIUM;10001;15;9999;35;;;10017;15;10020;35;;;10009;0.0
1;3300;INTARIAN_PEPPER_ROOT;12996;12;12993;21;;;13010;12;13014;21;;;13003;0.0
1;3300;ASH_COATED_OSMIUM;10001;15;;;;;10017;15;10020;32;;;10009;0.0
1;3400;INTARIAN_PEPPER_ROOT;12996;15;12993;30;;;13010;15;13014;30;;;13003;0.0
1;3400;ASH_COATED_OSMIUM;10001;14;9999;31;;;10017;14;10020;31;;;10009;0.0
1;3500;ASH_COATED_OSMIUM;9999;26;;;;;10017;12;10020;26;;;10008;0.0
1;3500;INTARIAN_PEPPER_ROOT;12996;14;12993;31;;;13011;14;13014;31;;;13004;0.0
1;3600;ASH_COATED_OSMIUM;10001;12;9998;38;;;10017;12;10019;38;;;10009;0.0
1;3600;INTARIAN_PEPPER_ROOT;12997;12;;;;;13011;12;13014;28;;;13004;0.0
1;3700;INTARIAN_PEPPER_ROOT;12997;10;12993;31;;;13011;10;13014;31;;;13004;0.0
1;3700;ASH_COATED_OSMIUM;10000;19;;;;;10016;19;10019;30;;;10008;0.0
1;3800;ASH_COATED_OSMIUM;10006;6;10001;16;;;10019;36;;;;;10012;0.0
1;3800;INTARIAN_PEPPER_ROOT;12997;12;12994;24;;;13011;12;13014;24;;;13004;0.0
1;3900;ASH_COATED_OSMIUM;10001;16;;;;;10017;16;10019;32;;;10009;0.0
1;3900;INTARIAN_PEPPER_ROOT;12997;11;12994;31;;;13011;11;13014;31;;;13004;0.0
1;4000;ASH_COATED_OSMIUM;9998;38;;;;;10016;19;10019;38;;;10007;0.0
1;4000;INTARIAN_PEPPER_ROOT;12997;15;;;;;13011;15;;;;;13004;0.0
1;4100;INTARIAN_PEPPER_ROOT;12997;10;12994;31;;;13011;10;13014;31;;;13004;0.0
1;4100;ASH_COATED_OSMIUM;10006;4;10000;18;9998;31;10016;18;10019;31;;;10011;0.0
1;4200;ASH_COATED_OSMIUM;10001;12;9998;32;;;10017;12;;;;;10009;0.0
1;4200;INTARIAN_PEPPER_ROOT;12997;12;12994;24;;;13011;12;13014;24;;;13004;0.0
1;4300;ASH_COATED_OSMIUM;9999;30;;;;;10017;15;;;;;10008;0.0
1;4300;INTARIAN_PEPPER_ROOT;12997;14;12994;31;;;13011;14;13015;31;;;13004;0.0
1;4400;INTARIAN_PEPPER_ROOT;12997;12;;;;;13011;12;13015;28;;;13004;0.0
1;4400;ASH_COATED_OSMIUM;10001;12;9999;28;;;10017;12;10020;28;;;10009;0.0
1;4500;INTARIAN_PEPPER_ROOT;12997;14;12994;19;;;13012;14;13015;19;;;13004;0.0
1;4500;ASH_COATED_OSMIUM;10002;18;9999;32;;;10018;18;10020;32;;;10010;0.0
1;4600;INTARIAN_PEPPER_ROOT;12998;11;12994;28;;;13012;11;13015;28;;;13005;0.0
1;4600;ASH_COATED_OSMIUM;10002;19;9999;26;;;10018;19;10020;26;;;10010;0.0
1;4700;ASH_COATED_OSMIUM;10001;18;9999;34;;;10017;18;10020;34;;;10009;0.0
1;4700;INTARIAN_PEPPER_ROOT;12998;15;12994;19;;;13012;15;13015;19;;;13005;0.0
1;4800;INTARIAN_PEPPER_ROOT;12998;14;12995;26;;;13007;5;13015;26;;;13002;0.0
1;4800;ASH_COATED_OSMIUM;9998;35;;;;;10017;12;10019;35;;;10008;0.0
1;4900;INTARIAN_PEPPER_ROOT;12998;15;;;;;13012;15;13015;20;;;13005;0.0
1;4900;ASH_COATED_OSMIUM;10001;19;9999;34;;;10017;19;10020;34;;;10009;0.0
1;5000;INTARIAN_PEPPER_ROOT;12998;12;12995;29;;;;;;;;;12998;0.0
1;5000;ASH_COATED_OSMIUM;10001;15;9999;36;;;10017;15;10020;36;;;10009;0.0
1;5100;ASH_COATED_OSMIUM;9998;30;;;;;10017;14;10019;30;;;10008;0.0
1;5100;INTARIAN_PEPPER_ROOT;12998;14;12995;31;;;13012;14;;;;;13005;0.0
1;5200;INTARIAN_PEPPER_ROOT;12998;15;12995;24;;;;;;;;;12998;0.0
1;5200;ASH_COATED_OSMIUM;9998;36;;;;;10017;19;;;;;10008;0.0
1;5300;INTARIAN_PEPPER_ROOT;12998;10;12995;26;;;13012;10;13016;26;;;13005;0.0
1;5300;ASH_COATED_OSMIUM;9999;26;;;;;10017;19;10020;26;;;10008;0.0
1;5400;INTARIAN_PEPPER_ROOT;12998;10;12995;20;;;13012;10;13016;20;;;13005;0.0
1;5400;ASH_COATED_OSMIUM;10001;18;9999;25;;;10020;25;;;;;10010;0.0
1;5500;ASH_COATED_OSMIUM;10001;16;9999;35;;;10020;35;;;;;10010;0.0
1;5500;INTARIAN_PEPPER_ROOT;12998;12;12995;30;;;13016;30;;;;;13007;0.0
1;5600;INTARIAN_PEPPER_ROOT;12999;14;12995;24;;;13013;14;;;;;13006;0.0
1;5600;ASH_COATED_OSMIUM;10001;18;;;;;10017;18;10019;26;;;10009;0.0
1;5700;INTARIAN_PEPPER_ROOT;12999;10;12995;24;;;13013;10;13016;24;;;13006;0.0
1;5700;ASH_COATED_OSMIUM;10001;15;9998;36;;;10017;15;10019;36;;;10009;0.0
1;5800;INTARIAN_PEPPER_ROOT;12996;28;;;;;13016;28;;;;;13006;0.0
1;5800;ASH_COATED_OSMIUM;10001;12;;;;;10017;12;10020;35;;;10009;0.0
1;5900;ASH_COATED_OSMIUM;10002;19;9999;36;;;10018;19;10020;36;;;10010;0.0
1;5900;INTARIAN_PEPPER_ROOT;12999;12;12996;29;;;13013;12;13016;29;;;13006;0.0
1;6000;INTARIAN_PEPPER_ROOT;12996;24;;;;;13013;14;13016;24;;;13004;0.0
1;6000;ASH_COATED_OSMIUM;10001;19;9999;38;;;10017;19;10020;38;;;10009;0.0
1;6100;INTARIAN_PEPPER_ROOT;12996;28;;;;;13013;11;13016;28;;;13004;0.0
1;6100;ASH_COATED_OSMIUM;9999;35;;;;;10020;35;;;;;10010;0.0
1;6200;INTARIAN_PEPPER_ROOT;12999;12;12996;19;;;13013;12;13016;19;;;13006;0.0
1;6200;ASH_COATED_OSMIUM;10001;14;9998;25;;;10017;14;;;;;10009;0.0
1;6300;ASH_COATED_OSMIUM;9998;28;;;;;10017;15;10019;28;;;10008;0.0
1;6300;INTARIAN_PEPPER_ROOT;12999;14;;;;;13013;14;13017;30;;;13006;0.0
1;6400;INTARIAN_PEPPER_ROOT;12996;28;;;;;13013;11;13017;28;;;13004;0.0
1;6400;ASH_COATED_OSMIUM;10001;18;9998;29;;;10017;18;10019;29;;;10009;0.0
1;6500;INTARIAN_PEPPER_ROOT;;;;;;;;;;;;;0;0.0
1;6500;ASH_COATED_OSMIUM;10001;16;;;;;10017;16;10020;30;;;10009;0.0
1;6600;ASH_COATED_OSMIUM;10001;19;9998;31;;;10017;19;10019;31;;;10009;0.0
1;6600;INTARIAN_PEPPER_ROOT;13000;15;;;;;;;;;;;13000;0.0
1;6700;ASH_COATED_OSMIUM;9998;36;;;;;10019;36;;;;;10008;0.0
1;6700;INTARIAN_PEPPER_ROOT;13000;10;12996;28;;;13014;10;13017;28;;;13007;0.0
1;6800;ASH_COATED_OSMIUM;10001;12;9998;38;;;10017;12;10019;38;;;10009;0.0
1;6800;INTARIAN_PEPPER_ROOT;13000;15;;;;;13014;15;13017;20;;;13007;0.0
1;6900;INTARIAN_PEPPER_ROOT;13000;11;12997;24;;;13017;24;;;;;13008;0.0
1;6900;ASH_COATED_OSMIUM;10001;15;9998;28;;;10019;28;;;;;10010;0.0
1;7000;ASH_COATED_OSMIUM;10001;14;;;;;10017;14;10019;28;;;10009;0.0
1;7000;INTARIAN_PEPPER_ROOT;13000;11;12997;30;;;13014;11;13017;30;;;13007;0.0
1;7100;ASH_COATED_OSMIUM;9998;31;;;;;10019;31;;;;;10008;0.0
1;7100;INTARIAN_PEPPER_ROOT;13000;15;12997;19;;;13014;15;13017;19;;;13007;0.0
1;7200;ASH_COATED_OSMIUM;10006;2;10001;14;;;10017;14;10019;25;;;10012;0.0
1;7200;INTARIAN_PEPPER_ROOT;13000;11;12997;29;;;13014;11;13017;29;;;13007;0.0
1;7300;INTARIAN_PEPPER_ROOT;13000;11;12997;21;;;13014;11;13018;21;;;13007;0.0
1;7300;ASH_COATED_OSMIUM;10001;14;9998;26;;;10017;14;10019;26;;;10009;0.0
1;7400;ASH_COATED_OSMIUM;10001;19;9998;32;;;10017;19;10019;32;;;10009;0.0
1;7400;INTARIAN_PEPPER_ROOT;13000;12;12997;29;;;13014;12;;;;;13007;0.0
1;7500;ASH_COATED_OSMIUM;;;;;;;10017;18;10019;26;;;10017;0.0
1;7500;INTARIAN_PEPPER_ROOT;13000;11;12997;25;;;13015;11;13018;25;;;13008;0.0
1;7600;ASH_COATED_OSMIUM;9999;38;;;;;10007;6;10017;18;10020;38;10003;0.0
1;7600;INTARIAN_PEPPER_ROOT;13001;11;12997;24;;;13015;11;13018;24;;;13008;0.0
1;7700;INTARIAN_PEPPER_ROOT;13001;10;12997;25;;;13015;10;13018;25;;;13008;0.0
1;7700;ASH_COATED_OSMIUM;10001;12;;;;;10017;12;10019;31;;;10009;0.0
1;7800;ASH_COATED_OSMIUM;10000;14;9998;28;;;10016;14;10019;28;;;10008;0.0
1;7800;INTARIAN_PEPPER_ROOT;12998;21;;;;;13015;15;13018;21;;;13006;0.0
1;7900;ASH_COATED_OSMIUM;;;;;;;10016;16;10019;29;;;10016;0.0
1;7900;INTARIAN_PEPPER_ROOT;13001;15;12998;29;;;13015;15;13018;29;;;13008;0.0
1;8000;ASH_COATED_OSMIUM;10000;19;9997;28;;;10018;28;;;;;10009;0.0
1;8000;INTARIAN_PEPPER_ROOT;13001;10;;;;;13018;30;;;;;13010;0.0
1;8100;ASH_COATED_OSMIUM;9998;38;;;;;10016;12;10019;38;;;10007;0.0
1;8100;INTARIAN_PEPPER_ROOT;13001;11;12998;22;;;13015;11;13018;22;;;13008;0.0
1;8200;INTARIAN_PEPPER_ROOT;13001;15;12998;24;;;13015;15;13018;24;;;13008;0.0
1;8200;ASH_COATED_OSMIUM;9997;30;;;;;10016;15;10018;30;;;10006;0.0
1;8300;ASH_COATED_OSMIUM;10000;19;9998;29;;;10016;19;10019;29;;;10008;0.0
1;8300;INTARIAN_PEPPER_ROOT;13001;10;;;;;13015;10;13019;30;;;13008;0.0
1;8400;ASH_COATED_OSMIUM;9999;29;;;;;10017;16;10020;29;;;10008;0.0
1;8400;INTARIAN_PEPPER_ROOT;13001;11;12998;30;;;13015;11;13019;30;;;13008;0.0
1;8500;ASH_COATED_OSMIUM;10001;18;9998;26;;;10017;18;10019;26;;;10009;0.0
1;8500;INTARIAN_PEPPER_ROOT;13001;12;12998;24;;;13016;12;;;;;13008;0.0
1;8600;INTARIAN_PEPPER_ROOT;13002;12;12998;28;;;13016;12;13019;28;;;13009;0.0
1;8600;ASH_COATED_OSMIUM;10001;16;9998;30;;;10017;16;10019;30;;;10009;0.0
1;8700;INTARIAN_PEPPER_ROOT;13002;11;12998;21;;;13019;21;;;;;13010;0.0
1;8700;ASH_COATED_OSMIUM;10001;14;9998;38;;;10017;14;10019;38;;;10009;0.0
1;8800;ASH_COATED_OSMIUM;9998;28;;;;;10019;28;;;;;10008;0.0
1;8800;INTARIAN_PEPPER_ROOT;13002;12;12999;29;;;13019;29;;;;;13010;0.0
1;8900;INTARIAN_PEPPER_ROOT;13002;10;12999;30;;;13016;10;13019;30;;;13009;0.0
1;8900;ASH_COATED_OSMIUM;9998;34;;;;;10010;6;10017;14;10019;34;10004;0.0
1;9000;INTARIAN_PEPPER_ROOT;13002;15;12999;28;;;13016;15;;;;;13009;0.0
1;9000;ASH_COATED_OSMIUM;;;;;;;10017;18;10019;25;;;10017;0.0
1;9100;INTARIAN_PEPPER_ROOT;13002;15;12999;25;;;13016;15;13019;25;;;13009;0.0
1;9100;ASH_COATED_OSMIUM;10006;5;10000;15;9998;31;10016;15;;;;;10011;0.0
1;9200;ASH_COATED_OSMIUM;9998;26;;;;;10016;15;10019;26;;;10007;0.0
1;9200;INTARIAN_PEPPER_ROOT;13002;15;12999;19;;;13019;19;;;;;13010;0.0
1;9300;INTARIAN_PEPPER_ROOT;13002;14;12999;29;;;13016;14;13020;29;;;13009;0.0
1;9300;ASH_COATED_OSMIUM;10000;15;;;;;10016;15;10019;29;;;10008;0.0
1;9400;INTARIAN_PEPPER_ROOT;13002;14;12999;30;;;13020;30;;;;;13011;0.0
1;9400;ASH_COATED_OSMIUM;10000;12;9998;38;;;10006;12;10016;12;10019;38;10003;0.0
1;9500;INTARIAN_PEPPER_ROOT;12999;25;;;;;13017;14;13020;25;;;13008;0.0
1;9500;ASH_COATED_OSMIUM;9999;18;9997;34;;;10015;18;10018;34;;;10007;0.0
1;9600;ASH_COATED_OSMIUM;9999;12;9997;38;;;10015;12;10018;38;;;10007;0.0
1;9600;INTARIAN_PEPPER_ROOT;13003;15;12999;25;;;13017;15;13020;25;;;13010;0.0
1;9700;INTARIAN_PEPPER_ROOT;13003;12;12999;29;;;13017;12;13020;29;;;13010;0.0
1;9700;ASH_COATED_OSMIUM;9997;32;;;;;10018;32;;;;;10008;0.0
1;9800;INTARIAN_PEPPER_ROOT;13003;14;13000;20;;;13017;14;;;;;13010;0.0
1;9800;ASH_COATED_OSMIUM;9999;16;9997;36;;;10015;16;10018;36;;;10007;0.0
1;9900;INTARIAN_PEPPER_ROOT;13003;15;13000;21;;;13005;10;13017;15;;;13004;0.0
1;9900;ASH_COATED_OSMIUM;9999;14;9996;36;;;10015;14;10017;36;;;10007;0.0
1;10000;ASH_COATED_OSMIUM;9999;16;9997;29;;;10015;16;10018;29;;;10007;0.0
1;10000;INTARIAN_PEPPER_ROOT;13003;15;13000;22;;;13017;15;13020;22;;;13010;0.0
1;10100;INTARIAN_PEPPER_ROOT;13003;15;;;;;;;;;;;13003;0.0
1;10100;ASH_COATED_OSMIUM;9999;12;9996;28;;;10015;12;10017;28;;;10007;0.0
1;10200;INTARIAN_PEPPER_ROOT;13003;12;13000;25;;;13017;12;;;;;13010;0.0
1;10200;ASH_COATED_OSMIUM;9999;14;9997;29;;;10018;29;;;;;10008;0.0
1;10300;INTARIAN_PEPPER_ROOT;;;;;;;13017;11;13021;19;;;13017;0.0
1;10300;ASH_COATED_OSMIUM;10000;15;9997;26;;;10016;15;10018;26;;;10008;0.0
1;10400;ASH_COATED_OSMIUM;10000;15;9997;26;;;10018;26;;;;;10009;0.0
1;10400;INTARIAN_PEPPER_ROOT;13003;10;13000;29;;;13017;10;13021;29;;;13010;0.0
1;10500;INTARIAN_PEPPER_ROOT;13000;24;;;;;13021;24;;;;;13010;0.0
1;10500;ASH_COATED_OSMIUM;9999;14;9997;36;;;10015;14;10018;36;;;10007;0.0
1;10600;INTARIAN_PEPPER_ROOT;13004;15;13000;20;;;13018;15;13021;20;;;13011;0.0
1;10600;ASH_COATED_OSMIUM;10000;14;9997;32;;;10016;14;10018;32;;;10008;0.0
1;10700;INTARIAN_PEPPER_ROOT;13014;5;13004;15;13000;28;13018;15;13021;28;;;13016;0.0
1;10700;ASH_COATED_OSMIUM;10009;6;9999;16;9997;26;;;;;;;10009;0.0
1;10800;ASH_COATED_OSMIUM;9999;15;9996;29;;;10015;15;10017;29;;;10007;0.0
1;10800;INTARIAN_PEPPER_ROOT;13004;11;13001;25;;;13018;11;13021;25;;;13011;0.0
1;10900;ASH_COATED_OSMIUM;9999;16;;;;;10015;16;10017;38;;;10007;0.0
1;10900;INTARIAN_PEPPER_ROOT;13004;11;13001;22;;;13018;11;;;;;13011;0.0
1;11000;INTARIAN_PEPPER_ROOT;13004;11;13001;20;;;13018;11;;;;;13011;0.0
1;11000;ASH_COATED_OSMIUM;9998;14;9995;30;;;10007;6;10014;14;10016;30;10002;0.0
1;11100;INTARIAN_PEPPER_ROOT;13004;11;13001;28;;;13018;11;13021;28;;;13011;0.0
1;11100;ASH_COATED_OSMIUM;9998;18;9995;31;;;10014;18;10016;31;;;10006;0.0
1;11200;INTARIAN_PEPPER_ROOT;13001;30;;;;;13018;10;13021;30;;;13010;0.0
1;11200;ASH_COATED_OSMIUM;9998;12;;;;;10014;12;10016;32;;;10006;0.0
1;11300;ASH_COATED_OSMIUM;9997;15;9995;36;;;10013;15;10016;36;;;10005;0.0
1;11300;INTARIAN_PEPPER_ROOT;13004;12;13001;22;;;13018;12;13022;22;;;13011;0.0
1;11400;INTARIAN_PEPPER_ROOT;13004;14;13001;22;;;13022;22;;;;;13013;0.0
1;11400;ASH_COATED_OSMIUM;9997;19;9995;28;;;10013;19;10016;28;;;10005;0.0
1;11500;INTARIAN_PEPPER_ROOT;13004;10;13001;31;;;13019;10;;;;;13012;0.0
1;11500;ASH_COATED_OSMIUM;9997;19;9994;34;;;10013;19;10015;34;;;10005;0.0
1;11600;INTARIAN_PEPPER_ROOT;13005;15;13001;29;;;13019;15;13022;29;;;13012;0.0
1;11600;ASH_COATED_OSMIUM;9997;14;9995;38;;;10013;14;10016;38;;;10005;0.0
1;11700;ASH_COATED_OSMIUM;9998;19;9995;28;;;10014;19;10016;28;;;10006;0.0
1;11700;INTARIAN_PEPPER_ROOT;13005;12;13001;21;;;;;;;;;13005;0.0
1;11800;INTARIAN_PEPPER_ROOT;13005;10;13002;21;;;13019;10;13022;21;;;13012;0.0
1;11800;ASH_COATED_OSMIUM;9997;18;9995;31;;;10016;31;;;;;10006;0.0
1;11900;INTARIAN_PEPPER_ROOT;13005;12;13002;25;;;13019;12;13022;25;;;13012;0.0
1;11900;ASH_COATED_OSMIUM;9997;14;;;;;10015;25;;;;;10006;0.0
1;12000;INTARIAN_PEPPER_ROOT;13005;12;13002;31;;;13019;12;13022;31;;;13012;0.0
1;12000;ASH_COATED_OSMIUM;9997;12;;;;;10013;12;10015;28;;;10005;0.0
1;12100;ASH_COATED_OSMIUM;9998;18;;;;;;;;;;;9998;0.0
1;12100;INTARIAN_PEPPER_ROOT;13002;30;;;;;13019;15;;;;;13010;0.0
1;12200;INTARIAN_PEPPER_ROOT;13005;12;;;;;13019;12;13022;28;;;13012;0.0
1;12200;ASH_COATED_OSMIUM;9997;16;9995;30;;;10016;30;;;;;10006;0.0
1;12300;INTARIAN_PEPPER_ROOT;13002;29;;;;;13019;14;13023;29;;;13010;0.0
1;12300;ASH_COATED_OSMIUM;9997;14;9995;25;;;10016;25;;;;;10006;0.0
1;12400;ASH_COATED_OSMIUM;9997;18;9995;35;;;10013;18;10016;35;;;10005;0.0
1;12400;INTARIAN_PEPPER_ROOT;13005;15;13002;31;;;13019;15;13023;31;;;13012;0.0
1;12500;ASH_COATED_OSMIUM;9997;19;;;;;10013;19;10015;28;;;10005;0.0
1;12500;INTARIAN_PEPPER_ROOT;13005;10;;;;;13020;10;13023;20;;;13012;0.0
1;12600;ASH_COATED_OSMIUM;9997;14;9994;35;;;10013;14;10015;35;;;10005;0.0
1;12600;INTARIAN_PEPPER_ROOT;13002;22;;;;;13008;4;13020;12;13023;22;13005;0.0
1;12700;INTARIAN_PEPPER_ROOT;13006;14;13002;25;;;13020;14;13023;25;;;13013;0.0
1;12700;ASH_COATED_OSMIUM;9994;29;;;;;10013;19;10015;29;;;10004;0.0
1;12800;ASH_COATED_OSMIUM;9997;19;9994;29;;;10013;19;10015;29;;;10005;0.0
1;12800;INTARIAN_PEPPER_ROOT;13006;14;13003;24;;;13020;14;13023;24;;;13013;0.0
1;12900;ASH_COATED_OSMIUM;9997;18;9994;36;;;10013;18;10015;36;;;10005;0.0
1;12900;INTARIAN_PEPPER_ROOT;13003;25;;;;;13020;12;;;;;13012;0.0
1;13000;ASH_COATED_OSMIUM;9997;16;9994;31;;;10013;16;10015;31;;;10005;0.0
1;13000;INTARIAN_PEPPER_ROOT;13006;14;;;;;13020;14;13023;25;;;13013;0.0
1;13100;INTARIAN_PEPPER_ROOT;13006;15;13003;20;;;13020;15;13023;20;;;13013;0.0
1;13100;ASH_COATED_OSMIUM;9997;19;;;;;10013;19;;;;;10005;0.0
1;13200;INTARIAN_PEPPER_ROOT;13006;15;13003;25;;;13020;15;13023;25;;;13013;0.0
1;13200;ASH_COATED_OSMIUM;9997;15;9994;25;;;10013;15;10015;25;;;10005;0.0
1;13300;ASH_COATED_OSMIUM;9997;19;9994;36;;;10015;36;;;;;10006;0.0
1;13300;INTARIAN_PEPPER_ROOT;13006;15;13003;31;;;13020;15;13024;31;;;13013;0.0
1;13400;INTARIAN_PEPPER_ROOT;13006;10;13003;30;;;13020;10;;;;;13013;0.0
1;13400;ASH_COATED_OSMIUM;9996;15;9994;36;;;;;;;;;9996;0.0
1;13500;INTARIAN_PEPPER_ROOT;13006;11;13003;26;;;13024;26;;;;;13015;0.0
1;13500;ASH_COATED_OSMIUM;9996;19;9994;26;;;10012;19;10015;26;;;10004;0.0
